scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,allocated_volume,unserved_volume
min_changed_plus_2,2023-01-20,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,4591,0
min_changed_plus_2,2023-01-20,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2199,0
min_changed_plus_2,2023-01-20,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,7,0
min_changed_plus_2,2023-01-20,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-20,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,270,0
min_changed_plus_2,2023-01-20,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,577,0
min_changed_plus_2,2023-01-20,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2001,0
min_changed_plus_2,2023-01-20,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,611,0
min_changed_plus_2,2023-01-20,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1136,0
min_changed_plus_2,2023-01-20,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,896,0
min_changed_plus_2,2023-01-20,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,134,0
min_changed_plus_2,2023-01-20,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,53,0
min_changed_plus_2,2023-01-20,DC5->DC4,outbound_from_closed_site,DC20,DC4,DC20->DC4,1381,0
min_changed_plus_2,2023-01-20,DC5->DC62,outbound_from_closed_site,DC46,DC62,DC46->DC62,66,0
min_changed_plus_2,2023-01-20,DC5->DC70,outbound_from_closed_site,DC51,DC70,DC51->DC70,6,0
min_changed_plus_2,2023-01-20,DC5->DC8,outbound_from_closed_site,DC52,DC8,DC52->DC8,6,0
min_changed_plus_2,2023-01-20,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,503,0
min_changed_plus_2,2023-01-20,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2183,0
min_changed_plus_2,2023-01-20,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,43,0
min_changed_plus_2,2023-01-20,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,172,0
min_changed_plus_2,2023-01-20,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,29,0
min_changed_plus_2,2023-01-20,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,179,0
min_changed_plus_2,2023-01-20,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,456,0
min_changed_plus_2,2023-01-20,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,1657,0
min_changed_plus_2,2023-01-20,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,51,0
min_changed_plus_2,2023-01-20,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,6,0
min_changed_plus_2,2023-01-20,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,135,0
min_changed_plus_2,2023-01-20,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,38,0
min_changed_plus_2,2023-01-20,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,1785,0
min_changed_plus_2,2023-01-20,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3229,0
min_changed_plus_2,2023-01-20,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,9362,0
min_changed_plus_2,2023-01-21,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,1526,0
min_changed_plus_2,2023-01-21,DC14->DC5,inbound_to_closed_site,DC14,DC3,DC14->DC3,6392,0
min_changed_plus_2,2023-01-21,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,1343,0
min_changed_plus_2,2023-01-21,DC17->DC5,inbound_to_closed_site,DC17,DC3,DC17->DC3,2105,0
min_changed_plus_2,2023-01-21,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,1111,0
min_changed_plus_2,2023-01-21,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,1041,0
min_changed_plus_2,2023-01-21,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,1842,0
min_changed_plus_2,2023-01-21,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,1110,0
min_changed_plus_2,2023-01-21,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,1068,0
min_changed_plus_2,2023-01-21,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,1021,0
min_changed_plus_2,2023-01-21,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,784,0
min_changed_plus_2,2023-01-21,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,754,0
min_changed_plus_2,2023-01-21,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,790,0
min_changed_plus_2,2023-01-21,DC30->DC5,inbound_to_closed_site,DC30,DC35,DC30->DC35,1023,0
min_changed_plus_2,2023-01-21,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,22,0
min_changed_plus_2,2023-01-21,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,6,0
min_changed_plus_2,2023-01-21,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,2035,0
min_changed_plus_2,2023-01-21,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,1190,0
min_changed_plus_2,2023-01-21,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,7,0
min_changed_plus_2,2023-01-21,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-21,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,198,0
min_changed_plus_2,2023-01-21,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,447,0
min_changed_plus_2,2023-01-21,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,1177,0
min_changed_plus_2,2023-01-21,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,493,0
min_changed_plus_2,2023-01-21,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,977,0
min_changed_plus_2,2023-01-21,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,607,0
min_changed_plus_2,2023-01-21,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,108,0
min_changed_plus_2,2023-01-21,DC5->DC14,outbound_from_closed_site,DC42,DC14,DC42->DC14,40,0
min_changed_plus_2,2023-01-21,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1226,0
min_changed_plus_2,2023-01-21,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,55,0
min_changed_plus_2,2023-01-21,DC5->DC70,outbound_from_closed_site,DC59,DC70,DC59->DC70,6,0
min_changed_plus_2,2023-01-21,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,5,0
min_changed_plus_2,2023-01-21,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,402,0
min_changed_plus_2,2023-01-21,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,1281,0
min_changed_plus_2,2023-01-21,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,44,0
min_changed_plus_2,2023-01-21,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,85,0
min_changed_plus_2,2023-01-21,DC55->DC5,inbound_to_closed_site,DC55,DC3,DC55->DC3,24,0
min_changed_plus_2,2023-01-21,DC59->DC5,inbound_to_closed_site,DC59,DC70,DC59->DC70,84,0
min_changed_plus_2,2023-01-21,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,217,0
min_changed_plus_2,2023-01-21,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,800,0
min_changed_plus_2,2023-01-21,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,37,0
min_changed_plus_2,2023-01-21,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,4,0
min_changed_plus_2,2023-01-21,DC7->DC5,inbound_to_closed_site,DC7,DC8,DC7->DC8,107,0
min_changed_plus_2,2023-01-21,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,31,0
min_changed_plus_2,2023-01-21,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,966,0
min_changed_plus_2,2023-01-21,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,2050,0
min_changed_plus_2,2023-01-21,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,4407,0
min_changed_plus_2,2023-01-22,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,2033,0
min_changed_plus_2,2023-01-22,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,6933,0
min_changed_plus_2,2023-01-22,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,1522,0
min_changed_plus_2,2023-01-22,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,4335,0
min_changed_plus_2,2023-01-22,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,2118,0
min_changed_plus_2,2023-01-22,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,1988,0
min_changed_plus_2,2023-01-22,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,3682,0
min_changed_plus_2,2023-01-22,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,1871,0
min_changed_plus_2,2023-01-22,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,2089,0
min_changed_plus_2,2023-01-22,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,1893,0
min_changed_plus_2,2023-01-22,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,762,0
min_changed_plus_2,2023-01-22,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,751,0
min_changed_plus_2,2023-01-22,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,913,0
min_changed_plus_2,2023-01-22,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1167,0
min_changed_plus_2,2023-01-22,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,20,0
min_changed_plus_2,2023-01-22,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,7,0
min_changed_plus_2,2023-01-22,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,3891,0
min_changed_plus_2,2023-01-22,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,1535,0
min_changed_plus_2,2023-01-22,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,8,0
min_changed_plus_2,2023-01-22,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-22,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,172,0
min_changed_plus_2,2023-01-22,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,416,0
min_changed_plus_2,2023-01-22,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,1439,0
min_changed_plus_2,2023-01-22,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,652,0
min_changed_plus_2,2023-01-22,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1156,0
min_changed_plus_2,2023-01-22,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,759,0
min_changed_plus_2,2023-01-22,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,116,0
min_changed_plus_2,2023-01-22,DC5->DC14,outbound_from_closed_site,DC42,DC14,DC42->DC14,44,0
min_changed_plus_2,2023-01-22,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1487,0
min_changed_plus_2,2023-01-22,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,44,0
min_changed_plus_2,2023-01-22,DC5->DC70,outbound_from_closed_site,DC59,DC70,DC59->DC70,6,0
min_changed_plus_2,2023-01-22,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-22,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,362,0
min_changed_plus_2,2023-01-22,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,1567,0
min_changed_plus_2,2023-01-22,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,46,0
min_changed_plus_2,2023-01-22,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,74,0
min_changed_plus_2,2023-01-22,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,22,0
min_changed_plus_2,2023-01-22,DC59->DC5,inbound_to_closed_site,DC59,DC70,DC59->DC70,74,0
min_changed_plus_2,2023-01-22,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,156,0
min_changed_plus_2,2023-01-22,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,946,0
min_changed_plus_2,2023-01-22,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,34,0
min_changed_plus_2,2023-01-22,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,3,0
min_changed_plus_2,2023-01-22,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,118,0
min_changed_plus_2,2023-01-22,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,37,0
min_changed_plus_2,2023-01-22,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,1434,0
min_changed_plus_2,2023-01-22,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3358,0
min_changed_plus_2,2023-01-22,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,2127,0
min_changed_plus_2,2023-01-23,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,3405,0
min_changed_plus_2,2023-01-23,DC14->DC5,inbound_to_closed_site,DC14,DC70,DC14->DC70,6668,0
min_changed_plus_2,2023-01-23,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,1442,0
min_changed_plus_2,2023-01-23,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,5145,0
min_changed_plus_2,2023-01-23,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,2892,0
min_changed_plus_2,2023-01-23,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,2954,0
min_changed_plus_2,2023-01-23,DC21->DC5,inbound_to_closed_site,DC21,DC35,DC21->DC35,2596,0
min_changed_plus_2,2023-01-23,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,2563,0
min_changed_plus_2,2023-01-23,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,3205,0
min_changed_plus_2,2023-01-23,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,2572,0
min_changed_plus_2,2023-01-23,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,746,0
min_changed_plus_2,2023-01-23,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,763,0
min_changed_plus_2,2023-01-23,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1086,0
min_changed_plus_2,2023-01-23,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1123,0
min_changed_plus_2,2023-01-23,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,25,0
min_changed_plus_2,2023-01-23,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,7,0
min_changed_plus_2,2023-01-23,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,4313,0
min_changed_plus_2,2023-01-23,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,1606,0
min_changed_plus_2,2023-01-23,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,7,0
min_changed_plus_2,2023-01-23,DC40->DC5,inbound_to_closed_site,DC40,DC4,DC40->DC4,6,0
min_changed_plus_2,2023-01-23,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,168,0
min_changed_plus_2,2023-01-23,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,357,0
min_changed_plus_2,2023-01-23,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,1508,0
min_changed_plus_2,2023-01-23,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,618,0
min_changed_plus_2,2023-01-23,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1121,0
min_changed_plus_2,2023-01-23,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,744,0
min_changed_plus_2,2023-01-23,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,98,0
min_changed_plus_2,2023-01-23,DC5->DC14,outbound_from_closed_site,DC42,DC14,DC42->DC14,37,0
min_changed_plus_2,2023-01-23,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1489,0
min_changed_plus_2,2023-01-23,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,34,0
min_changed_plus_2,2023-01-23,DC5->DC70,outbound_from_closed_site,DC59,DC70,DC59->DC70,6,0
min_changed_plus_2,2023-01-23,DC5->DC8,outbound_from_closed_site,DC52,DC8,DC52->DC8,6,0
min_changed_plus_2,2023-01-23,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,335,0
min_changed_plus_2,2023-01-23,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,1898,0
min_changed_plus_2,2023-01-23,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,40,0
min_changed_plus_2,2023-01-23,DC53->DC5,inbound_to_closed_site,DC53,DC4,DC53->DC4,59,0
min_changed_plus_2,2023-01-23,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,19,0
min_changed_plus_2,2023-01-23,DC59->DC5,inbound_to_closed_site,DC59,DC70,DC59->DC70,59,0
min_changed_plus_2,2023-01-23,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,140,0
min_changed_plus_2,2023-01-23,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,1079,0
min_changed_plus_2,2023-01-23,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,27,0
min_changed_plus_2,2023-01-23,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,3,0
min_changed_plus_2,2023-01-23,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,113,0
min_changed_plus_2,2023-01-23,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,31,0
min_changed_plus_2,2023-01-23,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,1436,0
min_changed_plus_2,2023-01-23,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3618,0
min_changed_plus_2,2023-01-23,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,3867,0
min_changed_plus_2,2023-01-24,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,4017,0
min_changed_plus_2,2023-01-24,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,8232,0
min_changed_plus_2,2023-01-24,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,1541,0
min_changed_plus_2,2023-01-24,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,5888,0
min_changed_plus_2,2023-01-24,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,3175,0
min_changed_plus_2,2023-01-24,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,3389,0
min_changed_plus_2,2023-01-24,DC21->DC5,inbound_to_closed_site,DC21,DC35,DC21->DC35,3263,0
min_changed_plus_2,2023-01-24,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,3354,0
min_changed_plus_2,2023-01-24,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,3718,0
min_changed_plus_2,2023-01-24,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,3390,0
min_changed_plus_2,2023-01-24,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,765,0
min_changed_plus_2,2023-01-24,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,827,0
min_changed_plus_2,2023-01-24,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1301,0
min_changed_plus_2,2023-01-24,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1187,0
min_changed_plus_2,2023-01-24,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,19,0
min_changed_plus_2,2023-01-24,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,7,0
min_changed_plus_2,2023-01-24,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,5177,0
min_changed_plus_2,2023-01-24,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,1721,0
min_changed_plus_2,2023-01-24,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,8,0
min_changed_plus_2,2023-01-24,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-24,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,176,0
min_changed_plus_2,2023-01-24,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,409,0
min_changed_plus_2,2023-01-24,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,1680,0
min_changed_plus_2,2023-01-24,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,686,0
min_changed_plus_2,2023-01-24,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1187,0
min_changed_plus_2,2023-01-24,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,738,0
min_changed_plus_2,2023-01-24,DC5->DC10,outbound_from_closed_site,DC60,DC10,DC60->DC10,103,0
min_changed_plus_2,2023-01-24,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,36,0
min_changed_plus_2,2023-01-24,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1529,0
min_changed_plus_2,2023-01-24,DC5->DC62,outbound_from_closed_site,DC46,DC62,DC46->DC62,31,0
min_changed_plus_2,2023-01-24,DC5->DC70,outbound_from_closed_site,DC17,DC70,DC17->DC70,6,0
min_changed_plus_2,2023-01-24,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-24,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,373,0
min_changed_plus_2,2023-01-24,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2395,0
min_changed_plus_2,2023-01-24,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,40,0
min_changed_plus_2,2023-01-24,DC53->DC5,inbound_to_closed_site,DC53,DC4,DC53->DC4,53,0
min_changed_plus_2,2023-01-24,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,19,0
min_changed_plus_2,2023-01-24,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,54,0
min_changed_plus_2,2023-01-24,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,130,0
min_changed_plus_2,2023-01-24,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,1301,0
min_changed_plus_2,2023-01-24,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,29,0
min_changed_plus_2,2023-01-24,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,3,0
min_changed_plus_2,2023-01-24,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,123,0
min_changed_plus_2,2023-01-24,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,34,0
min_changed_plus_2,2023-01-24,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,1511,0
min_changed_plus_2,2023-01-24,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,3840,0
min_changed_plus_2,2023-01-24,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,4159,0
min_changed_plus_2,2023-01-25,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,4943,0
min_changed_plus_2,2023-01-25,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,11354,0
min_changed_plus_2,2023-01-25,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,1649,0
min_changed_plus_2,2023-01-25,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,6142,0
min_changed_plus_2,2023-01-25,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,3507,0
min_changed_plus_2,2023-01-25,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,3649,0
min_changed_plus_2,2023-01-25,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,8703,0
min_changed_plus_2,2023-01-25,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,3765,0
min_changed_plus_2,2023-01-25,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,3922,0
min_changed_plus_2,2023-01-25,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4039,0
min_changed_plus_2,2023-01-25,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,781,0
min_changed_plus_2,2023-01-25,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,829,0
min_changed_plus_2,2023-01-25,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1458,0
min_changed_plus_2,2023-01-25,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1216,0
min_changed_plus_2,2023-01-25,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,24,0
min_changed_plus_2,2023-01-25,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,8,0
min_changed_plus_2,2023-01-25,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,5392,0
min_changed_plus_2,2023-01-25,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,1805,0
min_changed_plus_2,2023-01-25,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,7,0
min_changed_plus_2,2023-01-25,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-25,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,183,0
min_changed_plus_2,2023-01-25,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,429,0
min_changed_plus_2,2023-01-25,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,1807,0
min_changed_plus_2,2023-01-25,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,724,0
min_changed_plus_2,2023-01-25,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1201,0
min_changed_plus_2,2023-01-25,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,729,0
min_changed_plus_2,2023-01-25,DC5->DC10,outbound_from_closed_site,DC60,DC10,DC60->DC10,112,0
min_changed_plus_2,2023-01-25,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,42,0
