方案,场地1,场地2,edge,日期,原预测货量,分流增加货量,调整后货量,线路能力,线路负荷率
min_changed_plus_0,DC27,DC4,DC27->DC4,2023-01-01,57,0,57,237,0.240506329113924
min_changed_plus_0,DC27,DC40,DC27->DC40,2023-01-01,0,0,0,657,0.0
min_changed_plus_0,DC27,DC62,DC27->DC62,2023-01-01,6263,0,6263,22037,0.2842038389980487
min_changed_plus_0,DC27,DC64,DC27->DC64,2023-01-01,0,0,0,10905,0.0
min_changed_plus_0,DC27,DC65,DC27->DC65,2023-01-01,0,0,0,16032,0.0
min_changed_plus_0,DC27,DC70,DC27->DC70,2023-01-01,5,0,5,2043,0.0024473813020068
min_changed_plus_0,DC27,DC8,DC27->DC8,2023-01-01,21987,2355,24342,57062,0.4265886229014055
min_changed_plus_0,DC27,DC9,DC27->DC9,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC28,DC10,DC28->DC10,2023-01-01,5035,0,5035,60448,0.0832947326627845
min_changed_plus_0,DC28,DC12,DC28->DC12,2023-01-01,0,0,0,1018,0.0
min_changed_plus_0,DC28,DC14,DC28->DC14,2023-01-01,3707,0,3707,15076,0.2458875033165296
min_changed_plus_0,DC28,DC20,DC28->DC20,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC28,DC23,DC28->DC23,2023-01-01,0,0,0,5,0.0
min_changed_plus_0,DC28,DC3,DC28->DC3,2023-01-01,0,0,0,7645,0.0
min_changed_plus_0,DC28,DC32,DC28->DC32,2023-01-01,0,0,0,119,0.0
min_changed_plus_0,DC28,DC34,DC28->DC34,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC28,DC35,DC28->DC35,2023-01-01,29,0,29,1836,0.0157952069716775
min_changed_plus_0,DC28,DC4,DC28->DC4,2023-01-01,14918,0,14918,59369,0.2512759184085971
min_changed_plus_0,DC28,DC40,DC28->DC40,2023-01-01,0,0,0,1251,0.0
min_changed_plus_0,DC28,DC62,DC28->DC62,2023-01-01,3740,0,3740,16141,0.2317080726101233
min_changed_plus_0,DC28,DC64,DC28->DC64,2023-01-01,0,2304,2304,7946,0.2899572111754341
min_changed_plus_0,DC28,DC65,DC28->DC65,2023-01-01,0,0,0,5355,0.0
min_changed_plus_0,DC28,DC70,DC28->DC70,2023-01-01,15,0,15,3735,0.0040160642570281
min_changed_plus_0,DC28,DC8,DC28->DC8,2023-01-01,91,0,91,24604,0.003698585595838
min_changed_plus_0,DC28,DC81,DC28->DC81,2023-01-01,0,0,0,89,0.0
min_changed_plus_0,DC28,DC9,DC28->DC9,2023-01-01,0,0,0,223,0.0
min_changed_plus_0,DC29,DC36,DC29->DC36,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC29,DC9,DC29->DC9,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC3,DC10,DC3->DC10,2023-01-01,0,0,0,2011,0.0
min_changed_plus_0,DC3,DC12,DC3->DC12,2023-01-01,0,0,0,469,0.0
min_changed_plus_0,DC3,DC14,DC3->DC14,2023-01-01,0,0,0,242,0.0
min_changed_plus_0,DC3,DC19,DC3->DC19,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC3,DC21,DC3->DC21,2023-01-01,0,0,0,21,0.0
min_changed_plus_0,DC3,DC22,DC3->DC22,2023-01-01,0,0,0,32,0.0
min_changed_plus_0,DC3,DC23,DC3->DC23,2023-01-01,0,0,0,24,0.0
min_changed_plus_0,DC3,DC28,DC3->DC28,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC3,DC30,DC3->DC30,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC3,DC35,DC3->DC35,2023-01-01,0,0,0,14,0.0
min_changed_plus_0,DC3,DC36,DC3->DC36,2023-01-01,0,0,0,20,0.0
min_changed_plus_0,DC3,DC38,DC3->DC38,2023-01-01,0,0,0,11,0.0
min_changed_plus_0,DC3,DC4,DC3->DC4,2023-01-01,0,0,0,24,0.0
min_changed_plus_0,DC3,DC40,DC3->DC40,2023-01-01,0,0,0,112,0.0
min_changed_plus_0,DC3,DC8,DC3->DC8,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC3,DC9,DC3->DC9,2023-01-01,0,0,0,46,0.0
min_changed_plus_0,DC30,DC10,DC30->DC10,2023-01-01,3447,0,3447,24659,0.139786690457845
min_changed_plus_0,DC30,DC12,DC30->DC12,2023-01-01,0,0,0,1036,0.0
min_changed_plus_0,DC30,DC14,DC30->DC14,2023-01-01,3250,0,3250,7599,0.4276878536649559
min_changed_plus_0,DC30,DC23,DC30->DC23,2023-01-01,0,0,0,6,0.0
min_changed_plus_0,DC30,DC3,DC30->DC3,2023-01-01,0,1875,1875,4008,0.467814371257485
min_changed_plus_0,DC30,DC32,DC30->DC32,2023-01-01,0,0,0,127,0.0
min_changed_plus_0,DC30,DC34,DC30->DC34,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC30,DC35,DC30->DC35,2023-01-01,36,0,36,30682,0.0011733263802881
min_changed_plus_0,DC30,DC4,DC30->DC4,2023-01-01,11515,0,11515,29680,0.3879716981132075
min_changed_plus_0,DC30,DC40,DC30->DC40,2023-01-01,0,0,0,781,0.0
min_changed_plus_0,DC30,DC62,DC30->DC62,2023-01-01,3521,0,3521,9368,0.3758539709649872
min_changed_plus_0,DC30,DC64,DC30->DC64,2023-01-01,0,0,0,12926,0.0
min_changed_plus_0,DC30,DC65,DC30->DC65,2023-01-01,0,0,0,6456,0.0
min_changed_plus_0,DC30,DC67,DC30->DC67,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC30,DC70,DC30->DC70,2023-01-01,49,0,49,15005,0.0032655781406197
min_changed_plus_0,DC30,DC8,DC30->DC8,2023-01-01,46,0,46,9740,0.0047227926078028
min_changed_plus_0,DC30,DC81,DC30->DC81,2023-01-01,0,0,0,359,0.0
min_changed_plus_0,DC30,DC9,DC30->DC9,2023-01-01,0,0,0,514,0.0
min_changed_plus_0,DC31,DC10,DC31->DC10,2023-01-01,608,0,608,4062,0.1496799606105366
min_changed_plus_0,DC31,DC12,DC31->DC12,2023-01-01,0,0,0,1123,0.0
min_changed_plus_0,DC31,DC14,DC31->DC14,2023-01-01,570,0,570,1943,0.2933607822954194
min_changed_plus_0,DC31,DC3,DC31->DC3,2023-01-01,0,0,0,226,0.0
min_changed_plus_0,DC31,DC32,DC31->DC32,2023-01-01,0,0,0,772,0.0
min_changed_plus_0,DC31,DC34,DC31->DC34,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC31,DC35,DC31->DC35,2023-01-01,0,0,0,1919,0.0
min_changed_plus_0,DC31,DC37,DC31->DC37,2023-01-01,0,0,0,104,0.0
min_changed_plus_0,DC31,DC4,DC31->DC4,2023-01-01,2420,176,2596,12492,0.2078130003202049
min_changed_plus_0,DC31,DC40,DC31->DC40,2023-01-01,0,0,0,1485,0.0
min_changed_plus_0,DC31,DC62,DC31->DC62,2023-01-01,636,0,636,3415,0.1862371888726207
min_changed_plus_0,DC31,DC64,DC31->DC64,2023-01-01,0,0,0,5932,0.0
min_changed_plus_0,DC31,DC65,DC31->DC65,2023-01-01,0,0,0,1525,0.0
min_changed_plus_0,DC31,DC70,DC31->DC70,2023-01-01,2,0,2,5105,0.0003917727717923
min_changed_plus_0,DC31,DC76,DC31->DC76,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC31,DC8,DC31->DC8,2023-01-01,18,0,18,16148,0.0011146891255883
min_changed_plus_0,DC31,DC9,DC31->DC9,2023-01-01,0,0,0,781,0.0
min_changed_plus_0,DC32,DC10,DC32->DC10,2023-01-01,0,0,0,5,0.0
min_changed_plus_0,DC32,DC12,DC32->DC12,2023-01-01,0,0,0,11,0.0
min_changed_plus_0,DC32,DC14,DC32->DC14,2023-01-01,0,0,0,13,0.0
min_changed_plus_0,DC32,DC35,DC32->DC35,2023-01-01,0,0,0,23,0.0
min_changed_plus_0,DC32,DC40,DC32->DC40,2023-01-01,0,0,0,1323,0.0
min_changed_plus_0,DC32,DC70,DC32->DC70,2023-01-01,0,0,0,51,0.0
min_changed_plus_0,DC33,DC10,DC33->DC10,2023-01-01,0,0,0,513,0.0
min_changed_plus_0,DC33,DC14,DC33->DC14,2023-01-01,0,0,0,479,0.0
min_changed_plus_0,DC33,DC3,DC33->DC3,2023-01-01,0,0,0,42,0.0
min_changed_plus_0,DC33,DC4,DC33->DC4,2023-01-01,0,0,0,1631,0.0
min_changed_plus_0,DC33,DC62,DC33->DC62,2023-01-01,0,0,0,424,0.0
min_changed_plus_0,DC33,DC65,DC33->DC65,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC33,DC8,DC33->DC8,2023-01-01,0,0,0,476,0.0
min_changed_plus_0,DC33,DC9,DC33->DC9,2023-01-01,0,0,0,244,0.0
min_changed_plus_0,DC34,DC10,DC34->DC10,2023-01-01,35,0,35,504,0.0694444444444444
min_changed_plus_0,DC34,DC12,DC34->DC12,2023-01-01,0,0,0,3608,0.0
min_changed_plus_0,DC34,DC14,DC34->DC14,2023-01-01,46,0,46,869,0.0529344073647871
min_changed_plus_0,DC34,DC3,DC34->DC3,2023-01-01,0,0,0,85,0.0
min_changed_plus_0,DC34,DC30,DC34->DC30,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC34,DC32,DC34->DC32,2023-01-01,0,0,0,410,0.0
min_changed_plus_0,DC34,DC35,DC34->DC35,2023-01-01,384,0,384,1981,0.193841494194851
min_changed_plus_0,DC34,DC4,DC34->DC4,2023-01-01,1,15,16,309,0.0517799352750809
min_changed_plus_0,DC34,DC40,DC34->DC40,2023-01-01,0,0,0,972,0.0
min_changed_plus_0,DC34,DC62,DC34->DC62,2023-01-01,41,0,41,507,0.0808678500986193
min_changed_plus_0,DC34,DC64,DC34->DC64,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC34,DC67,DC34->DC67,2023-01-01,0,0,0,12,0.0
min_changed_plus_0,DC34,DC70,DC34->DC70,2023-01-01,578,0,578,6013,0.0961250623648761
min_changed_plus_0,DC34,DC8,DC34->DC8,2023-01-01,77,0,77,1935,0.0397932816537467
min_changed_plus_0,DC34,DC9,DC34->DC9,2023-01-01,0,0,0,438,0.0
min_changed_plus_0,DC35,DC10,DC35->DC10,2023-01-01,0,0,0,35,0.0
min_changed_plus_0,DC35,DC12,DC35->DC12,2023-01-01,0,0,0,1655,0.0
min_changed_plus_0,DC35,DC14,DC35->DC14,2023-01-01,0,0,0,29,0.0
min_changed_plus_0,DC35,DC17,DC35->DC17,2023-01-01,0,0,0,74,0.0
min_changed_plus_0,DC35,DC23,DC35->DC23,2023-01-01,0,0,0,109,0.0
min_changed_plus_0,DC35,DC3,DC35->DC3,2023-01-01,0,0,0,15,0.0
min_changed_plus_0,DC35,DC30,DC35->DC30,2023-01-01,0,0,0,19,0.0
min_changed_plus_0,DC35,DC32,DC35->DC32,2023-01-01,0,0,0,1564,0.0
min_changed_plus_0,DC35,DC34,DC35->DC34,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC35,DC36,DC35->DC36,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC35,DC4,DC35->DC4,2023-01-01,0,0,0,34,0.0
min_changed_plus_0,DC35,DC40,DC35->DC40,2023-01-01,0,0,0,1700,0.0
min_changed_plus_0,DC35,DC62,DC35->DC62,2023-01-01,0,0,0,143,0.0
min_changed_plus_0,DC35,DC67,DC35->DC67,2023-01-01,0,0,0,30,0.0
min_changed_plus_0,DC35,DC70,DC35->DC70,2023-01-01,12,0,12,3185,0.003767660910518
min_changed_plus_0,DC35,DC8,DC35->DC8,2023-01-01,0,0,0,50,0.0
min_changed_plus_0,DC35,DC9,DC35->DC9,2023-01-01,0,0,0,52,0.0
min_changed_plus_0,DC36,DC10,DC36->DC10,2023-01-01,21395,0,21395,251835,0.0849564198780947
min_changed_plus_0,DC36,DC12,DC36->DC12,2023-01-01,0,0,0,3646,0.0
min_changed_plus_0,DC36,DC14,DC36->DC14,2023-01-01,13575,8784,22359,54215,0.4124135386885548
min_changed_plus_0,DC36,DC20,DC36->DC20,2023-01-01,0,0,0,7,0.0
min_changed_plus_0,DC36,DC23,DC36->DC23,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC36,DC29,DC36->DC29,2023-01-01,0,0,0,86,0.0
min_changed_plus_0,DC36,DC3,DC36->DC3,2023-01-01,3,0,3,60870,4.928536224741252e-05
min_changed_plus_0,DC36,DC32,DC36->DC32,2023-01-01,0,0,0,450,0.0
min_changed_plus_0,DC36,DC33,DC36->DC33,2023-01-01,0,0,0,12,0.0
min_changed_plus_0,DC36,DC34,DC36->DC34,2023-01-01,0,0,0,6,0.0
min_changed_plus_0,DC36,DC35,DC36->DC35,2023-01-01,720,0,720,15980,0.0450563204005006
min_changed_plus_0,DC36,DC4,DC36->DC4,2023-01-01,52922,0,52922,243230,0.2175800682481601
min_changed_plus_0,DC36,DC40,DC36->DC40,2023-01-01,0,0,0,5003,0.0
min_changed_plus_0,DC36,DC62,DC36->DC62,2023-01-01,18218,0,18218,61633,0.2955884023169406
min_changed_plus_0,DC36,DC64,DC36->DC64,2023-01-01,0,0,0,101881,0.0
min_changed_plus_0,DC36,DC65,DC36->DC65,2023-01-01,0,0,0,57714,0.0
min_changed_plus_0,DC36,DC70,DC36->DC70,2023-01-01,1198,0,1198,5527,0.2167541161570472
min_changed_plus_0,DC36,DC8,DC36->DC8,2023-01-01,236,0,236,53861,0.0043816490596164
min_changed_plus_0,DC36,DC81,DC36->DC81,2023-01-01,0,0,0,431,0.0
min_changed_plus_0,DC36,DC9,DC36->DC9,2023-01-01,0,0,0,969,0.0
min_changed_plus_0,DC37,DC10,DC37->DC10,2023-01-01,0,0,0,2367,0.0
min_changed_plus_0,DC37,DC14,DC37->DC14,2023-01-01,0,0,0,2216,0.0
min_changed_plus_0,DC37,DC3,DC37->DC3,2023-01-01,0,0,0,945,0.0
min_changed_plus_0,DC37,DC4,DC37->DC4,2023-01-01,0,0,0,769,0.0
min_changed_plus_0,DC37,DC54,DC37->DC54,2023-01-01,0,0,0,28,0.0
min_changed_plus_0,DC37,DC62,DC37->DC62,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC37,DC8,DC37->DC8,2023-01-01,0,0,0,10,0.0
min_changed_plus_0,DC37,DC9,DC37->DC9,2023-01-01,0,0,0,352,0.0
min_changed_plus_0,DC38,DC10,DC38->DC10,2023-01-01,4746,0,4746,63516,0.0747213300585679
min_changed_plus_0,DC38,DC12,DC38->DC12,2023-01-01,0,0,0,6643,0.0
min_changed_plus_0,DC38,DC14,DC38->DC14,2023-01-01,4525,0,4525,31801,0.1422911229206628
min_changed_plus_0,DC38,DC22,DC38->DC22,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC38,DC3,DC38->DC3,2023-01-01,0,0,0,11462,0.0
min_changed_plus_0,DC38,DC32,DC38->DC32,2023-01-01,0,0,0,488,0.0
min_changed_plus_0,DC38,DC34,DC38->DC34,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC38,DC35,DC38->DC35,2023-01-01,438,0,438,7910,0.0553729456384323
min_changed_plus_0,DC38,DC4,DC38->DC4,2023-01-01,13250,0,13250,100451,0.1319051079630865
min_changed_plus_0,DC38,DC40,DC38->DC40,2023-01-01,0,0,0,3901,0.0
min_changed_plus_0,DC38,DC62,DC38->DC62,2023-01-01,5058,2387,7445,31191,0.2386906479433169
min_changed_plus_0,DC38,DC64,DC38->DC64,2023-01-01,0,0,0,14273,0.0
min_changed_plus_0,DC38,DC65,DC38->DC65,2023-01-01,0,0,0,9942,0.0
min_changed_plus_0,DC38,DC70,DC38->DC70,2023-01-01,1047,0,1047,13545,0.077297895902547
min_changed_plus_0,DC38,DC8,DC38->DC8,2023-01-01,77,0,77,14035,0.0054862842892768
min_changed_plus_0,DC38,DC81,DC38->DC81,2023-01-01,0,0,0,609,0.0
min_changed_plus_0,DC38,DC9,DC38->DC9,2023-01-01,0,0,0,794,0.0
min_changed_plus_0,DC39,DC10,DC39->DC10,2023-01-01,0,0,0,15,0.0
min_changed_plus_0,DC39,DC14,DC39->DC14,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC39,DC4,DC39->DC4,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC39,DC8,DC39->DC8,2023-01-01,0,0,0,10,0.0
min_changed_plus_0,DC39,DC9,DC39->DC9,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC4,DC10,DC4->DC10,2023-01-01,25,0,25,12360,0.0020226537216828
min_changed_plus_0,DC4,DC14,DC4->DC14,2023-01-01,63,0,63,5983,0.0105298345311716
min_changed_plus_0,DC4,DC17,DC4->DC17,2023-01-01,0,0,0,14,0.0
min_changed_plus_0,DC4,DC19,DC4->DC19,2023-01-01,0,0,0,8,0.0
min_changed_plus_0,DC4,DC20,DC4->DC20,2023-01-01,0,0,0,14,0.0
min_changed_plus_0,DC4,DC21,DC4->DC21,2023-01-01,0,0,0,68,0.0
min_changed_plus_0,DC4,DC22,DC4->DC22,2023-01-01,0,0,0,9,0.0
min_changed_plus_0,DC4,DC23,DC4->DC23,2023-01-01,0,0,0,3519,0.0
min_changed_plus_0,DC4,DC3,DC4->DC3,2023-01-01,0,0,0,4087,0.0
min_changed_plus_0,DC4,DC30,DC4->DC30,2023-01-01,0,0,0,174,0.0
min_changed_plus_0,DC4,DC34,DC4->DC34,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC4,DC35,DC4->DC35,2023-01-01,0,0,0,90,0.0
min_changed_plus_0,DC4,DC36,DC4->DC36,2023-01-01,0,0,0,12,0.0
min_changed_plus_0,DC4,DC38,DC4->DC38,2023-01-01,0,0,0,14,0.0
min_changed_plus_0,DC4,DC40,DC4->DC40,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC4,DC62,DC4->DC62,2023-01-01,45,6,51,7857,0.0064910271095838
min_changed_plus_0,DC4,DC64,DC4->DC64,2023-01-01,0,0,0,13,0.0
min_changed_plus_0,DC4,DC65,DC4->DC65,2023-01-01,0,0,0,1,0.0
min_changed_plus_0,DC4,DC70,DC4->DC70,2023-01-01,0,0,0,40,0.0
min_changed_plus_0,DC4,DC8,DC4->DC8,2023-01-01,74,0,74,27330,0.0027076472740578
min_changed_plus_0,DC4,DC9,DC4->DC9,2023-01-01,0,0,0,9,0.0
min_changed_plus_0,DC40,DC10,DC40->DC10,2023-01-01,5,0,5,241,0.0207468879668049
min_changed_plus_0,DC40,DC12,DC40->DC12,2023-01-01,0,0,0,31454,0.0
min_changed_plus_0,DC40,DC14,DC40->DC14,2023-01-01,3,0,3,131,0.0229007633587786
min_changed_plus_0,DC40,DC21,DC40->DC21,2023-01-01,0,0,0,68,0.0
min_changed_plus_0,DC40,DC22,DC40->DC22,2023-01-01,0,0,0,28,0.0
min_changed_plus_0,DC40,DC3,DC40->DC3,2023-01-01,0,0,0,116,0.0
min_changed_plus_0,DC40,DC30,DC40->DC30,2023-01-01,0,0,0,7,0.0
min_changed_plus_0,DC40,DC32,DC40->DC32,2023-01-01,0,0,0,1854,0.0
min_changed_plus_0,DC40,DC34,DC40->DC34,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC40,DC35,DC40->DC35,2023-01-01,2389,0,2389,12275,0.1946232179226069
min_changed_plus_0,DC40,DC4,DC40->DC4,2023-01-01,13,0,13,239,0.0543933054393305
min_changed_plus_0,DC40,DC62,DC40->DC62,2023-01-01,15,0,15,238,0.0630252100840336
min_changed_plus_0,DC40,DC67,DC40->DC67,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC40,DC70,DC40->DC70,2023-01-01,3257,0,3257,16173,0.2013850244234217
min_changed_plus_0,DC40,DC8,DC40->DC8,2023-01-01,0,0,0,248,0.0
min_changed_plus_0,DC40,DC9,DC40->DC9,2023-01-01,0,4,4,639,0.0062597809076682
min_changed_plus_0,DC41,DC10,DC41->DC10,2023-01-01,0,0,0,12794,0.0
min_changed_plus_0,DC41,DC12,DC41->DC12,2023-01-01,0,0,0,1936,0.0
min_changed_plus_0,DC41,DC14,DC41->DC14,2023-01-01,0,0,0,4274,0.0
min_changed_plus_0,DC41,DC29,DC41->DC29,2023-01-01,0,0,0,187,0.0
min_changed_plus_0,DC41,DC3,DC41->DC3,2023-01-01,0,0,0,3997,0.0
min_changed_plus_0,DC41,DC35,DC41->DC35,2023-01-01,0,0,0,2033,0.0
min_changed_plus_0,DC41,DC40,DC41->DC40,2023-01-01,0,0,0,264,0.0
min_changed_plus_0,DC41,DC81,DC41->DC81,2023-01-01,0,0,0,50,0.0
min_changed_plus_0,DC41,DC9,DC41->DC9,2023-01-01,0,0,0,29520,0.0
min_changed_plus_0,DC42,DC10,DC42->DC10,2023-01-01,1135,0,1135,7970,0.1424090338770389
min_changed_plus_0,DC42,DC12,DC42->DC12,2023-01-01,0,0,0,3509,0.0
min_changed_plus_0,DC42,DC14,DC42->DC14,2023-01-01,1283,0,1283,6875,0.1866181818181818
min_changed_plus_0,DC42,DC29,DC42->DC29,2023-01-01,0,0,0,6,0.0
min_changed_plus_0,DC42,DC3,DC42->DC3,2023-01-01,0,0,0,2990,0.0
min_changed_plus_0,DC42,DC32,DC42->DC32,2023-01-01,0,0,0,120,0.0
min_changed_plus_0,DC42,DC34,DC42->DC34,2023-01-01,0,0,0,12,0.0
min_changed_plus_0,DC42,DC35,DC42->DC35,2023-01-01,27,0,27,1812,0.0149006622516556
min_changed_plus_0,DC42,DC4,DC42->DC4,2023-01-01,6,0,6,3542,0.0016939582156973
min_changed_plus_0,DC42,DC40,DC42->DC40,2023-01-01,0,0,0,1186,0.0
min_changed_plus_0,DC42,DC62,DC42->DC62,2023-01-01,1317,0,1317,6042,0.217974180734856
min_changed_plus_0,DC42,DC65,DC42->DC65,2023-01-01,0,0,0,232,0.0
min_changed_plus_0,DC42,DC70,DC42->DC70,2023-01-01,65,0,65,3112,0.0208868894601542
min_changed_plus_0,DC42,DC8,DC42->DC8,2023-01-01,3826,0,3826,28457,0.1344484661067575
min_changed_plus_0,DC42,DC81,DC42->DC81,2023-01-01,0,0,0,15,0.0
min_changed_plus_0,DC42,DC9,DC42->DC9,2023-01-01,0,435,435,15464,0.0281298499741334
min_changed_plus_0,DC43,DC10,DC43->DC10,2023-01-01,1397,0,1397,14094,0.0991201929899247
min_changed_plus_0,DC43,DC12,DC43->DC12,2023-01-01,0,0,0,1601,0.0
min_changed_plus_0,DC43,DC14,DC43->DC14,2023-01-01,1318,576,1894,15629,0.1211849766459786
min_changed_plus_0,DC43,DC29,DC43->DC29,2023-01-01,0,0,0,174,0.0
min_changed_plus_0,DC43,DC3,DC43->DC3,2023-01-01,0,0,0,8061,0.0
min_changed_plus_0,DC43,DC34,DC43->DC34,2023-01-01,0,0,0,2,0.0
min_changed_plus_0,DC43,DC35,DC43->DC35,2023-01-01,12,0,12,5598,0.0021436227224008
min_changed_plus_0,DC43,DC4,DC43->DC4,2023-01-01,10,0,10,3915,0.0025542784163473
min_changed_plus_0,DC43,DC40,DC43->DC40,2023-01-01,0,0,0,195,0.0
min_changed_plus_0,DC43,DC45,DC43->DC45,2023-01-01,0,0,0,4,0.0
min_changed_plus_0,DC43,DC62,DC43->DC62,2023-01-01,1099,0,1099,15976,0.0687906860290435
min_changed_plus_0,DC43,DC64,DC43->DC64,2023-01-01,0,0,0,461,0.0
min_changed_plus_0,DC43,DC65,DC43->DC65,2023-01-01,0,0,0,824,0.0
min_changed_plus_0,DC43,DC70,DC43->DC70,2023-01-01,1,0,1,981,0.001019367991845
min_changed_plus_0,DC43,DC8,DC43->DC8,2023-01-01,3033,0,3033,44075,0.0688145207033465
min_changed_plus_0,DC43,DC9,DC43->DC9,2023-01-01,0,0,0,27588,0.0
min_changed_plus_0,DC44,DC10,DC44->DC10,2023-01-01,4719,0,4719,30393,0.1552660152008686
min_changed_plus_0,DC44,DC12,DC44->DC12,2023-01-01,0,0,0,4076,0.0
min_changed_plus_0,DC44,DC14,DC44->DC14,2023-01-01,3887,0,3887,31896,0.1218648106345623
min_changed_plus_0,DC44,DC29,DC44->DC29,2023-01-01,0,0,0,42,0.0
min_changed_plus_0,DC44,DC3,DC44->DC3,2023-01-01,0,2266,2266,31563,0.0717929220923232
min_changed_plus_0,DC44,DC32,DC44->DC32,2023-01-01,0,0,0,42,0.0
min_changed_plus_0,DC44,DC34,DC44->DC34,2023-01-01,0,0,0,13,0.0
min_changed_plus_0,DC44,DC35,DC44->DC35,2023-01-01,139,0,139,10252,0.0135583300819352
min_changed_plus_0,DC44,DC4,DC44->DC4,2023-01-01,23,0,23,15640,0.0014705882352941
min_changed_plus_0,DC44,DC40,DC44->DC40,2023-01-01,0,0,0,3999,0.0
min_changed_plus_0,DC44,DC62,DC44->DC62,2023-01-01,5349,0,5349,28498,0.1876973822724401
min_changed_plus_0,DC44,DC64,DC44->DC64,2023-01-01,0,0,0,37,0.0
min_changed_plus_0,DC44,DC65,DC44->DC65,2023-01-01,0,0,0,792,0.0
min_changed_plus_0,DC44,DC70,DC44->DC70,2023-01-01,555,0,555,7843,0.0707637383654214
min_changed_plus_0,DC44,DC8,DC44->DC8,2023-01-01,17534,0,17534,192275,0.0911923026914575
min_changed_plus_0,DC44,DC81,DC44->DC81,2023-01-01,0,0,0,401,0.0
min_changed_plus_0,DC44,DC9,DC44->DC9,2023-01-01,0,0,0,124459,0.0
min_changed_plus_0,DC45,DC10,DC45->DC10,2023-01-01,0,0,0,106,0.0
min_changed_plus_0,DC45,DC12,DC45->DC12,2023-01-01,0,0,0,1568,0.0
min_changed_plus_0,DC45,DC14,DC45->DC14,2023-01-01,0,0,0,5569,0.0
min_changed_plus_0,DC45,DC29,DC45->DC29,2023-01-01,0,0,0,15,0.0
min_changed_plus_0,DC45,DC3,DC45->DC3,2023-01-01,0,0,0,5242,0.0
min_changed_plus_0,DC45,DC35,DC45->DC35,2023-01-01,0,0,0,11042,0.0
min_changed_plus_0,DC45,DC4,DC45->DC4,2023-01-01,0,0,0,3684,0.0
min_changed_plus_0,DC45,DC8,DC45->DC8,2023-01-01,0,0,0,4054,0.0
min_changed_plus_0,DC45,DC81,DC45->DC81,2023-01-01,0,0,0,447,0.0
min_changed_plus_0,DC45,DC9,DC45->DC9,2023-01-01,0,0,0,20473,0.0
min_changed_plus_0,DC46,DC10,DC46->DC10,2023-01-01,1734,0,1734,20616,0.0841094295692665
min_changed_plus_0,DC46,DC12,DC46->DC12,2023-01-01,0,0,0,8128,0.0
min_changed_plus_0,DC46,DC13,DC46->DC13,2023-01-01,0,0,0,3,0.0
min_changed_plus_0,DC46,DC14,DC46->DC14,2023-01-01,1495,0,1495,7004,0.213449457452884
min_changed_plus_0,DC46,DC29,DC46->DC29,2023-01-01,0,0,0,60,0.0
min_changed_plus_0,DC46,DC3,DC46->DC3,2023-01-01,0,0,0,13926,0.0
min_changed_plus_0,DC46,DC32,DC46->DC32,2023-01-01,0,0,0,504,0.0
min_changed_plus_0,DC46,DC34,DC46->DC34,2023-01-01,0,0,0,6,0.0
min_changed_plus_0,DC46,DC35,DC46->DC35,2023-01-01,621,927,1548,11814,0.1310309801929913
min_changed_plus_0,DC46,DC4,DC46->DC4,2023-01-01,4,0,4,12927,0.0003094298754544
min_changed_plus_0,DC46,DC40,DC46->DC40,2023-01-01,0,0,0,2387,0.0
min_changed_plus_0,DC46,DC52,DC46->DC52,2023-01-01,0,0,0,49,0.0
min_changed_plus_0,DC46,DC62,DC46->DC62,2023-01-01,2013,0,2013,15091,0.1333907627062487
min_changed_plus_0,DC46,DC64,DC46->DC64,2023-01-01,0,0,0,8,0.0
min_changed_plus_0,DC46,DC65,DC46->DC65,2023-01-01,0,0,0,796,0.0
