origin,dest,edge,forecast_total_volume,forecast_daily_mean,forecast_daily_max,forecast_daily_std,historical_total_volume,edge_capacity,forecast_max_load_rate,forecast_volume_cv,high_load_day_ratio,origin_total_capacity,dest_total_capacity,same_origin_alternative_capacity,same_dest_alternative_capacity,alternative_capacity_ratio,origin_site_importance,dest_site_importance,endpoint_importance_score,volume_score,connection_score,volatility_score,substitution_risk_score,importance_score
DC15,DC14,DC15->DC14,150911.0,4868.096774193548,6180.0,1201.461485155548,3615431.0,20046.0,0.3082909308590089,0.24680312263396528,0.0,357552.0,902659.0,337506.0,882613.0,60.86595829591635,0.7561728395061729,0.9246913580246913,0.8404320987654321,0.9196854146806482,0.894184938036225,0.8245948522402288,0.8369876072449952,0.8783722592945663
DC25,DC62,DC25->DC62,255633.0,8246.225806451614,9362.0,1164.181720370022,3654756.0,30541.0,0.306538751186919,0.14117752141337894,0.0,535975.0,1059024.0,505434.0,1028483.0,50.22484528993647,0.8162037037037037,0.8708333333333331,0.8435185185185183,0.9420877025738799,0.9056244041944709,0.7092469018112488,0.8617731172545281,0.877967111534795
DC20,DC3,DC20->DC3,191404.0,6174.322580645161,13406.0,2730.1766383490444,1650880.0,14978.0,0.8950460675657034,0.442182377530285,0.03225806451612903,422975.0,727980.0,407997.0,713002.0,74.84303645346009,0.7592592592592592,0.8919753086419754,0.8256172839506173,0.9204003813155386,0.8598665395614872,0.9218303145853194,0.8064823641563393,0.877001906577693
DC47,DC14,DC47->DC14,66501.0,2145.1935483870966,2717.0,469.160569483814,2056949.0,64007.0,0.04244848219725901,0.21870314211803515,0.0,579385.0,902659.0,515378.0,838652.0,21.154404986954223,0.7172839506172839,0.9246913580246913,0.8209876543209875,0.8784556720686368,0.8417540514775977,0.7902764537654909,0.9561487130600572,0.8754766444232602
DC38,DC10,DC38->DC10,127749.0,4120.935483870968,5203.0,992.8077790590935,8424426.0,63516.0,0.08191636752944012,0.24091805924762172,0.0,321772.0,2290621.0,258256.0,2227105.0,39.129683859184475,0.7305555555555555,0.8976851851851853,0.8141203703703703,0.9215919923736893,0.8164918970448046,0.8207816968541468,0.8970448045757865,0.8740586272640611
DC51,DC5,DC51->DC5,85668.0,2763.483870967742,3208.0,458.9537098710179,1238468.0,63906.0,0.05019872938378165,0.16607794049115662,0.0,715715.0,693070.0,651809.0,629164.0,20.044643695427347,0.775,0.8759259259259259,0.825462962962963,0.8846520495710201,0.8584366062917064,0.7283126787416587,0.9618684461391802,0.8739513822688275
DC36,DC5,DC36->DC5,206248.0,6653.1612903225805,7876.0,1557.2824571685082,2576877.0,21601.0,0.36461274940973265,0.23406654208630628,0.0,938959.0,693070.0,917358.0,671469.0,73.553400305538,0.8058641975308642,0.8759259259259259,0.840895061728395,0.9301715919923736,0.8975214489990467,0.8083889418493804,0.8074356530028599,0.8730576739752145
DC22,DC5,DC22->DC5,136873.0,4415.258064516129,5207.0,997.0468966141295,2344986.0,28829.0,0.18061674008809947,0.2258184871744684,0.0,884569.0,693070.0,855740.0,664241.0,52.72402788858258,0.7834876543209874,0.8759259259259259,0.8297067901234567,0.9113441372735939,0.8765490943755958,0.7998093422306959,0.8560533841754051,0.8720924690181124
DC44,DC14,DC44->DC14,90804.0,2929.1612903225805,3570.0,652.9360042135332,2869687.0,31896.0,0.1119262603461214,0.22290886007899013,0.0,511263.0,902659.0,479367.0,870763.0,42.32913217958232,0.7271604938271605,0.9246913580246913,0.825925925925926,0.8996663489037178,0.8608198284080076,0.7969494756911344,0.882745471877979,0.870316968541468
DC21,DC5,DC21->DC5,216551.0,6985.5161290322585,16939.0,3082.759843020512,1701127.0,16058.0,1.0548636193796828,0.4413073831735812,0.03225806451612903,360996.0,693070.0,344938.0,677012.0,63.641175737945964,0.7339506172839506,0.8759259259259259,0.8049382716049382,0.9244518589132508,0.7897998093422307,0.9208770257387988,0.8303145853193518,0.8667183031458532
DC20,DC62,DC20->DC62,230849.0,7446.741935483871,8579.0,1359.5621678472137,3322494.0,32057.0,0.26761705711700196,0.18257140903039631,0.0,422975.0,1059024.0,390918.0,1026967.0,44.23012134635043,0.7592592592592592,0.8708333333333331,0.8150462962962961,0.9358913250714966,0.819351763584366,0.7521448999046711,0.8741658722592945,0.8637631077216397
DC19,DC5,DC19->DC5,129262.0,4169.741935483871,5009.0,935.0856772110704,2447703.0,31797.0,0.15753058464634534,0.22425504783723157,0.0,801505.0,693070.0,769708.0,661273.0,45.00364814290515,0.7584876543209877,0.8759259259259259,0.8172067901234568,0.9094375595805528,0.8288846520495711,0.7988560533841754,0.8722592945662536,0.8634175405147759
DC46,DC8,DC46->DC8,167038.0,5388.322580645161,6138.0,869.0213771859951,6639380.0,60686.0,0.10114359160267442,0.16127864733031316,0.0,211065.0,2130508.0,150379.0,2069822.0,36.58506080479787,0.7342592592592593,0.8814814814814814,0.8078703703703703,0.9325548141086749,0.7998093422306959,0.7216396568160153,0.909437559580553,0.8619518589132508
DC73,DC14,DC73->DC14,123847.0,3995.064516129032,5775.0,1375.9381066229046,2252285.0,27255.0,0.2118877270225569,0.34440948351836836,0.0,352936.0,902659.0,325681.0,875404.0,44.06842781140913,0.6802469135802469,0.9246913580246913,0.8024691358024691,0.902049571020019,0.7783603431839847,0.8856053384175405,0.8751191611058151,0.8619280266920877
DC28,DC10,DC28->DC10,130407.0,4206.677419354839,5484.0,1340.6209054280632,4872530.0,60448.0,0.09072260455267188,0.3186887825673474,0.0,212797.0,2290621.0,152349.0,2230173.0,39.41440577024816,0.684104938271605,0.8976851851851853,0.7908950617283952,0.9196854146806482,0.7402287893231649,0.8722592945662536,0.8960915157292659,0.8618088655862726
DC15,DC3,DC15->DC3,155340.0,5010.967741935484,9706.0,2546.1764311049333,1108879.0,10570.0,0.9182592242194022,0.5081206988814032,0.16129032258064516,357552.0,727980.0,346982.0,717410.0,100.69933774833484,0.7561728395061729,0.8919753086419754,0.8240740740740742,0.9075309818875119,0.8512869399428027,0.9389895138226882,0.7588179218303146,0.8610104861773118
DC25,DC5,DC25->DC5,123503.0,3983.967741935484,4947.0,859.7745197235546,1628080.0,15015.0,0.32947052947050753,0.21580860474177552,0.0,535975.0,693070.0,520960.0,678055.0,79.85447885447353,0.8162037037037037,0.8759259259259259,0.8460648148148148,0.8965681601525262,0.9113441372735939,0.786463298379409,0.7969494756911344,0.8588417540514774
DC51,DC62,DC51->DC62,151827.0,4897.645161290323,5867.0,1002.1937726609849,2080289.0,27765.0,0.21130920223301958,0.20462768119296426,0.0,715715.0,1059024.0,687950.0,1031259.0,61.92000720331129,0.775,0.8708333333333331,0.8229166666666665,0.9130123927550049,0.8455672068636797,0.776930409914204,0.8341277407054337,0.8560176358436606
DC15,DC10,DC15->DC10,183893.0,5932.032258064516,7295.0,1302.8111165518317,3698065.0,29502.0,0.24727137143243688,0.21962306674587923,0.0,357552.0,2290621.0,328050.0,2261119.0,87.76249067859509,0.7561728395061729,0.8976851851851853,0.8269290123456791,0.928741658722593,0.8617731172545281,0.7912297426120114,0.782650142993327,0.8548498570066729
DC38,DC3,DC38->DC3,137236.0,4426.967741935484,9828.0,2384.7393106175314,1121885.0,11462.0,0.8574419822019841,0.5386845917188403,0.0967741935483871,321772.0,727980.0,310310.0,716518.0,89.58541266793844,0.7305555555555555,0.8919753086419754,0.8112654320987654,0.9025262154432793,0.8088655862726406,0.9466158245948523,0.776930409914204,0.8543255481410867
DC46,DC3,DC46->DC3,82764.0,2669.8064516129034,4830.0,1208.8744543623998,577874.0,13926.0,0.34683326152517974,0.4527947910349953,0.0,211065.0,727980.0,197139.0,714054.0,65.43106419646234,0.7342592592592593,0.8919753086419754,0.8131172839506173,0.8696377502383223,0.8131553860819828,0.9246901811248809,0.8245948522402288,0.8525142993326978
DC73,DC10,DC73->DC10,191207.0,6167.967741935484,7449.0,1195.8002175320673,4487465.0,67903.0,0.10970060232979235,0.19387264453439504,0.0,352936.0,2290621.0,285033.0,2222718.0,36.931372693400334,0.6802469135802469,0.8976851851851853,0.7889660493827161,0.9330314585319353,0.736415633937083,0.7673975214489991,0.9065776930409915,0.8524189704480458
DC26,DC9,DC26->DC9,343735.0,11088.225806451614,18046.0,3557.700604909404,1740258.0,27912.0,0.6465319575809456,0.3208539099951461,0.0,179850.0,1447351.0,151938.0,1419439.0,56.29754227572168,0.6458333333333333,0.9165123456790123,0.7811728395061728,0.9475691134413727,0.7130600571973308,0.8741658722592945,0.8436606291706387,0.851954242135367
DC28,DC4,DC28->DC4,306219.0,9878.032258064517,12934.0,1778.6220923362316,6565270.0,59369.0,0.2178578045781432,0.1800583401500808,0.0,212797.0,2405716.0,153428.0,2346347.0,42.105728578887266,0.684104938271605,0.8876543209876543,0.7858796296296297,0.9587702573879886,0.7273593898951383,0.7483317445185891,0.8856053384175405,0.8510605338417541
DC73,DC62,DC73->DC62,125096.0,4035.3548387096776,7223.0,1249.0064838383087,1326663.0,42794.0,0.16878534373977266,0.30951589978079214,0.0,352936.0,1059024.0,310142.0,1016230.0,30.994345001635022,0.6802469135802469,0.8708333333333331,0.77554012345679,0.8972831267874166,0.6906577693040992,0.8703527168732126,0.9227836034318398,0.8479623450905625
DC44,DC62,DC44->DC62,130219.0,4200.612903225807,5362.0,1132.925293708208,1992307.0,28498.0,0.1881535546354064,0.2697047597120703,0.0,511263.0,1059024.0,482765.0,1030526.0,53.10165625657754,0.7271604938271605,0.8708333333333331,0.7989969135802468,0.9063393708293612,0.765490943755958,0.8398474737845567,0.8531935176358436,0.8478670162059103
DC38,DC62,DC38->DC62,146715.0,4732.741935483871,5462.0,891.1836988049146,1912578.0,31191.0,0.17511461639574957,0.1883017732539039,0.0,321772.0,1059024.0,290581.0,1027833.0,42.26905197011823,0.7305555555555555,0.8708333333333331,0.8006944444444444,0.909437559580553,0.7707340324118208,0.7588179218303146,0.8836987607244995,0.8457340324118208
DC20,DC5,DC20->DC5,126968.0,4095.7419354838707,4660.0,859.8057532970488,1621300.0,15303.0,0.30451545448602857,0.2099267402195987,0.0,422975.0,693070.0,407672.0,677767.0,70.92981768280265,0.7592592592592592,0.8759259259259259,0.8175925925925925,0.9006196377502382,0.832697807435653,0.7816968541468065,0.8141086749285034,0.8441730219256434
DC47,DC8,DC47->DC8,176908.0,5706.709677419355,7234.0,829.2682041550107,4901130.0,59443.0,0.12169641505307402,0.14531459475434025,0.0,579385.0,2130508.0,519942.0,2071065.0,43.58809279477746,0.7172839506172839,0.8814814814814814,0.7993827160493827,0.9313632030505242,0.7664442326024785,0.7102001906577693,0.877025738798856,0.8433746425166825
DC58,DC9,DC58->DC9,152947.0,4933.774193548387,18560.0,5766.652177486363,1015207.0,37288.0,0.4977472645354941,1.1688115327665205,0.0,176452.0,1447351.0,139164.0,1410063.0,41.547602445825966,0.5856481481481481,0.9165123456790123,0.7510802469135802,0.9051477597712108,0.622974261201144,0.9914204003813155,0.8875119161105816,0.8431363203050525
DC48,DC8,DC48->DC8,184330.0,5946.129032258064,7120.0,1181.721754869276,3996172.0,64292.0,0.11074472718222936,0.19873799382054683,0.0,201093.0,2130508.0,136801.0,2066216.0,34.26580289927154,0.666820987654321,0.8814814814814814,0.7741512345679011,0.9304099142040039,0.6892278360343184,0.7721639656816015,0.9132507149666349,0.8420877025738798
DC36,DC8,DC36->DC8,3848.0,124.12903225806451,185.0,37.46201683725916,293586.0,53861.0,0.003434767271309418,0.30179899218962536,0.0,938959.0,2130508.0,885098.0,2076647.0,54.98867455115845,0.8058641975308642,0.8814814814814814,0.8436728395061728,0.7805052430886559,0.9065776930409915,0.8646329837940896,0.8484270734032412,0.8416229742612011
DC47,DC3,DC47->DC3,94886.0,3060.8387096774195,7310.0,1773.3300021614918,605849.0,14104.0,0.5182926829267925,0.5793608126276615,0.0,579385.0,727980.0,565281.0,713876.0,90.69462563811041,0.7172839506172839,0.8919753086419754,0.8046296296296296,0.8772640610104862,0.7883698760724499,0.9561487130600572,0.775023832221163,0.841313155386082
DC15,DC5,DC15->DC5,72631.0,2342.935483870968,2865.0,587.1867283089641,1110743.0,14994.0,0.19107643057221615,0.2506201013006859,0.0,357552.0,693070.0,342558.0,678076.0,68.0694944644479,0.7561728395061729,0.8759259259259259,0.8160493827160493,0.8741658722592945,0.8260247855100096,0.8303145853193518,0.8169685414680649,0.8412535748331744
DC43,DC9,DC43->DC9,170894.0,5512.709677419355,9419.0,2353.283748208823,999204.0,27588.0,0.34141655792372255,0.4268833089193317,0.0,145712.0,1447351.0,118124.0,1419763.0,55.74478033927593,0.6375,0.9165123456790123,0.7770061728395061,0.9089609151572926,0.6978074356530028,0.9132507149666349,0.8455672068636797,0.8409675881792182
DC23,DC35,DC23->DC35,55546.0,1791.8064516129032,2591.0,513.3349167284164,2707596.0,62887.0,0.04120088412549428,0.28649015984178927,0.0,810066.0,586705.0,747179.0,523818.0,20.21080668500612,0.8141975308641975,0.7146604938271605,0.764429012345679,0.8772640610104862,0.6582459485224023,0.8551000953288846,0.9609151572926596,0.8400977121067683
DC27,DC8,DC27->DC8,452520.0,14597.41935483871,19647.0,2797.9599339310516,2739372.0,57062.0,0.3443096982229795,0.19167497116559853,0.0,150106.0,2130508.0,93044.0,2073446.0,37.96729872769903,0.6430555555555555,0.8814814814814814,0.7622685185185185,0.9625834127740706,0.6515729265967588,0.763584366062917,0.9018112488083889,0.8397878932316492
DC4,DC8,DC4->DC8,3176.0,102.45161290322581,157.0,38.05839207160442,83857.0,27330.0,0.005744603000365688,0.37147674880611503,0.0,65103.0,2130508.0,37773.0,2103178.0,78.33702890596128,0.8876543209876543,0.8814814814814814,0.8845679012345679,0.7573879885605339,0.9632983794089609,0.892278360343184,0.797902764537655,0.8392278360343184
DC44,DC10,DC44->DC10,129369.0,4173.193548387097,5163.0,985.5195590391392,3410197.0,30393.0,0.1698746421873402,0.23615476915030642,0.0,511263.0,2290621.0,480870.0,2260228.0,90.1884644490478,0.7271604938271605,0.8976851851851853,0.8124228395061729,0.9142040038131555,0.8102955195424214,0.8122020972354623,0.7759771210676835,0.83836987607245
DC44,DC5,DC44->DC5,72697.0,2345.064516129032,2984.0,465.8855553420591,959921.0,29042.0,0.10274774464568202,0.1986664128588205,0.0,511263.0,693070.0,482221.0,664028.0,39.468666069828544,0.7271604938271605,0.8759259259259259,0.8015432098765432,0.8717826501429933,0.775023832221163,0.771210676835081,0.8951382268827455,0.8383460438512869
DC28,DC14,DC28->DC14,87892.0,2835.2258064516127,3532.0,748.9801974072617,1999889.0,15076.0,0.23427964977446045,0.264169504842499,0.0,212797.0,902659.0,197721.0,887583.0,71.98885646059485,0.684104938271605,0.9246913580246913,0.8043981481481481,0.8908484270734032,0.7874165872259294,0.8350810295519543,0.8112488083889419,0.836725452812202
DC41,DC9,DC41->DC9,291012.0,9387.483870967742,35553.0,7183.588257252768,569232.0,29520.0,1.2043699186991461,0.7652304234011383,0.06451612903225806,62007.0,1447351.0,32487.0,1417831.0,49.13001355013384,0.5645061728395062,0.9165123456790123,0.7405092592592593,0.9196854146806482,0.5986653956148713,0.9809342230695901,0.8636796949475691,0.8346163012392754
DC17,DC8,DC17->DC8,3451.0,111.3225806451613,151.0,27.202214208707346,594856.0,64262.0,0.0023497556876536313,0.24435486539042384,0.0,795108.0,2130508.0,730846.0,2066246.0,43.526376396625636,0.7677469135802468,0.8814814814814814,0.8246141975308641,0.7900381315538608,0.8522402287893232,0.8236415633937083,0.8779790276453765,0.8326143946615824
DC50,DC9,DC50->DC9,115508.0,3726.064516129032,9318.0,2251.485745092293,838153.0,21217.0,0.4391761323466824,0.604253022282806,0.0,141641.0,1447351.0,120424.0,1426134.0,72.8923976056901,0.6385802469135802,0.9165123456790123,0.7775462962962962,0.8872735938989514,0.7006673021925643,0.9599618684461392,0.8093422306959008,0.8320424213536701
DC20,DC8,DC20->DC8,2368.0,76.38709677419355,127.0,25.225022675720922,507597.0,51548.0,0.002463723131838239,0.3302262259024964,0.0,422975.0,2130508.0,371427.0,2078960.0,47.536024676029186,0.7592592592592592,0.8814814814814814,0.8203703703703703,0.777168732125834,0.8408007626310772,0.8798856053384175,0.8684461391801716,0.8313036224976166
DC27,DC14,DC27->DC14,84752.0,2733.935483870968,4473.0,1144.5034684901816,655713.0,15669.0,0.28546812176908,0.4186285577117077,0.0,150106.0,902659.0,134437.0,886990.0,65.18775926989181,0.6430555555555555,0.9246913580246913,0.7838734567901233,0.8732125834127741,0.7225929456625357,0.909437559580553,0.8255481410867492,0.8290753098188751
DC23,DC70,DC23->DC70,85836.0,2768.9032258064517,3608.0,686.5104070746869,2171968.0,32263.0,0.11183088987384583,0.24793586163506695,0.0,810066.0,280449.0,777803.0,248186.0,31.800793478596788,0.8141975308641975,0.7101851851851853,0.7621913580246914,0.8913250714966634,0.6501429933269781,0.8274547187797903,0.9208770257387988,0.8288369876072448
DC22,DC35,DC22->DC35,23951.0,772.6129032258065,1320.0,269.17983884377077,1163027.0,101949.0,0.012947650295735975,0.3484019458121203,0.0,884569.0,586705.0,782620.0,484756.0,12.431470637279302,0.7834876543209874,0.7146604938271605,0.749074074074074,0.8427073403241182,0.6177311725452812,0.8875119161105816,0.982840800762631,0.8282173498570067
DC19,DC8,DC19->DC8,2936.0,94.70967741935483,144.0,20.57745955727834,760174.0,67105.0,0.0021458907681990587,0.21726881684907806,0.0,801505.0,2130508.0,734400.0,2063403.0,41.692914089858554,0.7584876543209877,0.8814814814814814,0.8199845679012345,0.7888465204957102,0.8398474737845567,0.7874165872259294,0.886558627264061,0.8258102955195424
DC47,DC62,DC47->DC62,79752.0,2572.6451612903224,3052.0,468.58727616081586,1168650.0,32160.0,0.09490049751243486,0.18214221036437514,0.0,579385.0,1059024.0,547225.0,1026864.0,48.945553482585545,0.7172839506172839,0.8708333333333331,0.7940586419753085,0.8796472831267874,0.7511916110581506,0.7502383222116301,0.8646329837940896,0.8243684461391801
DC25,DC4,DC25->DC4,1281.0,41.32258064516129,53.0,7.668061523867616,669316.0,50932.0,0.0010406031571506904,0.18556589167380452,0.0,535975.0,2405716.0,485043.0,2354784.0,55.75722532003346,0.8162037037037037,0.8876543209876543,0.851929012345679,0.7640610104861773,0.9275500476644424,0.7559580552907531,0.8446139180171592,0.8238560533841754
DC4,DC62,DC4->DC62,1903.0,61.38709677419355,132.0,36.61277533017309,157164.0,7857.0,0.016800305460097135,0.5964246112542705,0.0,65103.0,1059024.0,57246.0,1051167.0,141.07331042380792,0.8876543209876543,0.8708333333333331,0.8792438271604937,0.7526215443279314,0.9547187797902764,0.9580552907530981,0.7092469018112488,0.823117254528122
DC43,DC8,DC43->DC8,123986.0,3999.548387096774,5198.0,1141.6312844321376,3219602.0,44075.0,0.11793533749290715,0.2854400482101803,0.0,145712.0,2130508.0,101637.0,2086433.0,49.644242768007956,0.6375,0.8814814814814814,0.7594907407407407,0.907769304099142,0.6444232602478551,0.8541468064823642,0.8627264061010487,0.8226286939942802
DC4,DC14,DC4->DC14,2126.0,68.58064516129032,144.0,27.071916401471896,202357.0,5983.0,0.024068193214102612,0.394745723628124,0.0,65103.0,902659.0,59120.0,896676.0,159.75196389768345,0.8876543209876543,0.9246913580246913,0.9061728395061728,0.7592945662535748,0.9918970448045757,0.9008579599618685,0.6911344137273594,0.8216396568160153
