场地1,场地2,edge,日期,预测货量,线路能力,分流增加货量,调整后货量,线路负荷率
DC3,DC9,DC3->DC9,2023-01-01,0,46,0.0,0.0,0.0
DC30,DC10,DC30->DC10,2023-01-01,3447,24659,0.0,3447.0,0.139786690457845
DC30,DC12,DC30->DC12,2023-01-01,0,1036,0.0,0.0,0.0
DC30,DC14,DC30->DC14,2023-01-01,3250,7599,0.0,3250.0,0.42768785366495593
DC30,DC23,DC30->DC23,2023-01-01,0,6,0.0,0.0,0.0
DC30,DC3,DC30->DC3,2023-01-01,0,4008,0.0,0.0,0.0
DC30,DC32,DC30->DC32,2023-01-01,0,127,0.0,0.0,0.0
DC30,DC34,DC30->DC34,2023-01-01,0,4,0.0,0.0,0.0
DC30,DC35,DC30->DC35,2023-01-01,36,30682,1877.0,1913.0,0.06234926015253243
DC30,DC4,DC30->DC4,2023-01-01,11515,29680,0.0,11515.0,0.38797169811320753
DC30,DC40,DC30->DC40,2023-01-01,0,781,0.0,0.0,0.0
DC30,DC62,DC30->DC62,2023-01-01,3521,9368,0.0,3521.0,0.3758539709649872
DC30,DC64,DC30->DC64,2023-01-01,0,12926,0.0,0.0,0.0
DC30,DC65,DC30->DC65,2023-01-01,0,6456,0.0,0.0,0.0
DC30,DC67,DC30->DC67,2023-01-01,0,1,0.0,0.0,0.0
DC30,DC70,DC30->DC70,2023-01-01,49,15005,0.0,49.0,0.0032655781406197935
DC30,DC8,DC30->DC8,2023-01-01,46,9740,0.0,46.0,0.004722792607802875
DC30,DC81,DC30->DC81,2023-01-01,0,359,0.0,0.0,0.0
DC30,DC9,DC30->DC9,2023-01-01,0,514,0.0,0.0,0.0
DC31,DC10,DC31->DC10,2023-01-01,608,4062,0.0,608.0,0.14967996061053668
DC31,DC12,DC31->DC12,2023-01-01,0,1123,0.0,0.0,0.0
DC31,DC14,DC31->DC14,2023-01-01,570,1943,0.0,570.0,0.29336078229541945
DC31,DC3,DC31->DC3,2023-01-01,0,226,0.0,0.0,0.0
DC31,DC32,DC31->DC32,2023-01-01,0,772,0.0,0.0,0.0
DC31,DC34,DC31->DC34,2023-01-01,0,2,0.0,0.0,0.0
DC31,DC35,DC31->DC35,2023-01-01,0,1919,0.0,0.0,0.0
DC31,DC37,DC31->DC37,2023-01-01,0,104,0.0,0.0,0.0
DC31,DC4,DC31->DC4,2023-01-01,2420,12492,0.0,2420.0,0.19372398334934357
DC31,DC40,DC31->DC40,2023-01-01,0,1485,0.0,0.0,0.0
DC31,DC62,DC31->DC62,2023-01-01,636,3415,0.0,636.0,0.18623718887262078
DC31,DC64,DC31->DC64,2023-01-01,0,5932,0.0,0.0,0.0
DC31,DC65,DC31->DC65,2023-01-01,0,1525,0.0,0.0,0.0
DC31,DC70,DC31->DC70,2023-01-01,2,5105,184.0,186.0,0.03643486777668952
DC31,DC76,DC31->DC76,2023-01-01,0,4,0.0,0.0,0.0
DC31,DC8,DC31->DC8,2023-01-01,18,16148,0.0,18.0,0.001114689125588308
DC31,DC9,DC31->DC9,2023-01-01,0,781,0.0,0.0,0.0
DC32,DC10,DC32->DC10,2023-01-01,0,5,0.0,0.0,0.0
DC32,DC12,DC32->DC12,2023-01-01,0,11,0.0,0.0,0.0
DC32,DC14,DC32->DC14,2023-01-01,0,13,0.0,0.0,0.0
DC32,DC35,DC32->DC35,2023-01-01,0,23,0.0,0.0,0.0
DC32,DC40,DC32->DC40,2023-01-01,0,1323,0.0,0.0,0.0
DC32,DC70,DC32->DC70,2023-01-01,0,51,0.0,0.0,0.0
DC33,DC10,DC33->DC10,2023-01-01,0,513,0.0,0.0,0.0
DC33,DC14,DC33->DC14,2023-01-01,0,479,0.0,0.0,0.0
DC33,DC3,DC33->DC3,2023-01-01,0,42,0.0,0.0,0.0
DC33,DC4,DC33->DC4,2023-01-01,0,1631,0.0,0.0,0.0
DC33,DC62,DC33->DC62,2023-01-01,0,424,0.0,0.0,0.0
DC33,DC65,DC33->DC65,2023-01-01,0,1,0.0,0.0,0.0
DC33,DC8,DC33->DC8,2023-01-01,0,476,0.0,0.0,0.0
DC33,DC9,DC33->DC9,2023-01-01,0,244,0.0,0.0,0.0
DC34,DC10,DC34->DC10,2023-01-01,35,504,0.0,35.0,0.06944444444444445
DC34,DC12,DC34->DC12,2023-01-01,0,3608,0.0,0.0,0.0
DC34,DC14,DC34->DC14,2023-01-01,46,869,0.0,46.0,0.05293440736478711
DC34,DC3,DC34->DC3,2023-01-01,0,85,0.0,0.0,0.0
DC34,DC30,DC34->DC30,2023-01-01,0,1,0.0,0.0,0.0
DC34,DC32,DC34->DC32,2023-01-01,0,410,0.0,0.0,0.0
DC34,DC35,DC34->DC35,2023-01-01,384,1981,0.0,384.0,0.19384149419485108
DC34,DC4,DC34->DC4,2023-01-01,1,309,15.0,16.0,0.05177993527508091
DC34,DC40,DC34->DC40,2023-01-01,0,972,0.0,0.0,0.0
DC34,DC62,DC34->DC62,2023-01-01,41,507,0.0,41.0,0.08086785009861933
DC34,DC64,DC34->DC64,2023-01-01,0,2,0.0,0.0,0.0
DC34,DC67,DC34->DC67,2023-01-01,0,12,0.0,0.0,0.0
DC34,DC70,DC34->DC70,2023-01-01,578,6013,0.0,578.0,0.0961250623648761
DC34,DC8,DC34->DC8,2023-01-01,77,1935,0.0,77.0,0.03979328165374677
DC34,DC9,DC34->DC9,2023-01-01,0,438,0.0,0.0,0.0
DC35,DC10,DC35->DC10,2023-01-01,0,35,0.0,0.0,0.0
DC35,DC12,DC35->DC12,2023-01-01,0,1655,0.0,0.0,0.0
DC35,DC14,DC35->DC14,2023-01-01,0,29,0.0,0.0,0.0
DC35,DC17,DC35->DC17,2023-01-01,0,74,0.0,0.0,0.0
DC35,DC23,DC35->DC23,2023-01-01,0,109,0.0,0.0,0.0
DC35,DC3,DC35->DC3,2023-01-01,0,15,0.0,0.0,0.0
DC35,DC30,DC35->DC30,2023-01-01,0,19,0.0,0.0,0.0
DC35,DC32,DC35->DC32,2023-01-01,0,1564,0.0,0.0,0.0
DC35,DC34,DC35->DC34,2023-01-01,0,3,0.0,0.0,0.0
DC35,DC36,DC35->DC36,2023-01-01,0,1,0.0,0.0,0.0
DC35,DC4,DC35->DC4,2023-01-01,0,34,0.0,0.0,0.0
DC35,DC40,DC35->DC40,2023-01-01,0,1700,0.0,0.0,0.0
DC35,DC62,DC35->DC62,2023-01-01,0,143,0.0,0.0,0.0
DC35,DC67,DC35->DC67,2023-01-01,0,30,0.0,0.0,0.0
DC35,DC70,DC35->DC70,2023-01-01,12,3185,0.0,12.0,0.0037676609105180532
DC35,DC8,DC35->DC8,2023-01-01,0,50,0.0,0.0,0.0
DC35,DC9,DC35->DC9,2023-01-01,0,52,0.0,0.0,0.0
DC36,DC10,DC36->DC10,2023-01-01,21395,251835,0.0,21395.0,0.08495641987809478
DC36,DC12,DC36->DC12,2023-01-01,0,3646,0.0,0.0,0.0
DC36,DC14,DC36->DC14,2023-01-01,13575,54215,0.0,13575.0,0.2503919579452181
DC36,DC20,DC36->DC20,2023-01-01,0,7,0.0,0.0,0.0
DC36,DC23,DC36->DC23,2023-01-01,0,2,0.0,0.0,0.0
DC36,DC29,DC36->DC29,2023-01-01,0,86,0.0,0.0,0.0
DC36,DC3,DC36->DC3,2023-01-01,3,60870,0.0,3.0,4.928536224741252e-05
DC36,DC32,DC36->DC32,2023-01-01,0,450,0.0,0.0,0.0
DC36,DC33,DC36->DC33,2023-01-01,0,12,0.0,0.0,0.0
DC36,DC34,DC36->DC34,2023-01-01,0,6,0.0,0.0,0.0
DC36,DC35,DC36->DC35,2023-01-01,720,15980,0.0,720.0,0.04505632040050062
DC36,DC4,DC36->DC4,2023-01-01,52922,243230,8784.0,61706.0,0.2536940344529869
DC36,DC40,DC36->DC40,2023-01-01,0,5003,0.0,0.0,0.0
DC36,DC62,DC36->DC62,2023-01-01,18218,61633,0.0,18218.0,0.2955884023169406
DC36,DC64,DC36->DC64,2023-01-01,0,101881,0.0,0.0,0.0
DC36,DC65,DC36->DC65,2023-01-01,0,57714,0.0,0.0,0.0
DC36,DC70,DC36->DC70,2023-01-01,1198,5527,0.0,1198.0,0.21675411615704723
DC36,DC8,DC36->DC8,2023-01-01,236,53861,0.0,236.0,0.00438164905961642
DC36,DC81,DC36->DC81,2023-01-01,0,431,0.0,0.0,0.0
DC36,DC9,DC36->DC9,2023-01-01,0,969,0.0,0.0,0.0
DC37,DC10,DC37->DC10,2023-01-01,0,2367,0.0,0.0,0.0
DC37,DC14,DC37->DC14,2023-01-01,0,2216,0.0,0.0,0.0
DC37,DC3,DC37->DC3,2023-01-01,0,945,0.0,0.0,0.0
DC37,DC4,DC37->DC4,2023-01-01,0,769,0.0,0.0,0.0
DC37,DC54,DC37->DC54,2023-01-01,0,28,0.0,0.0,0.0
DC37,DC62,DC37->DC62,2023-01-01,0,4,0.0,0.0,0.0
DC37,DC8,DC37->DC8,2023-01-01,0,10,0.0,0.0,0.0
DC37,DC9,DC37->DC9,2023-01-01,0,352,0.0,0.0,0.0
DC38,DC10,DC38->DC10,2023-01-01,4746,63516,0.0,4746.0,0.07472133005856792
DC38,DC12,DC38->DC12,2023-01-01,0,6643,0.0,0.0,0.0
DC38,DC14,DC38->DC14,2023-01-01,4525,31801,0.0,4525.0,0.14229112292066287
DC38,DC22,DC38->DC22,2023-01-01,0,1,0.0,0.0,0.0
DC38,DC3,DC38->DC3,2023-01-01,0,11462,0.0,0.0,0.0
DC38,DC32,DC38->DC32,2023-01-01,0,488,0.0,0.0,0.0
DC38,DC34,DC38->DC34,2023-01-01,0,3,0.0,0.0,0.0
DC38,DC35,DC38->DC35,2023-01-01,438,7910,0.0,438.0,0.05537294563843236
DC38,DC4,DC38->DC4,2023-01-01,13250,100451,0.0,13250.0,0.1319051079630865
DC38,DC40,DC38->DC40,2023-01-01,0,3901,0.0,0.0,0.0
DC38,DC62,DC38->DC62,2023-01-01,5058,31191,0.0,5058.0,0.16216216216216217
DC38,DC64,DC38->DC64,2023-01-01,0,14273,0.0,0.0,0.0
DC38,DC65,DC38->DC65,2023-01-01,0,9942,2387.0,2387.0,0.240092536712935
DC38,DC70,DC38->DC70,2023-01-01,1047,13545,0.0,1047.0,0.07729789590254707
DC38,DC8,DC38->DC8,2023-01-01,77,14035,0.0,77.0,0.005486284289276808
DC38,DC81,DC38->DC81,2023-01-01,0,609,0.0,0.0,0.0
DC38,DC9,DC38->DC9,2023-01-01,0,794,0.0,0.0,0.0
DC39,DC10,DC39->DC10,2023-01-01,0,15,0.0,0.0,0.0
DC39,DC14,DC39->DC14,2023-01-01,0,3,0.0,0.0,0.0
DC39,DC4,DC39->DC4,2023-01-01,0,4,0.0,0.0,0.0
DC39,DC8,DC39->DC8,2023-01-01,0,10,0.0,0.0,0.0
DC39,DC9,DC39->DC9,2023-01-01,0,4,0.0,0.0,0.0
DC4,DC10,DC4->DC10,2023-01-01,25,12360,0.0,25.0,0.0020226537216828477
DC4,DC14,DC4->DC14,2023-01-01,63,5983,0.0,63.0,0.010529834531171654
DC4,DC17,DC4->DC17,2023-01-01,0,14,0.0,0.0,0.0
DC4,DC19,DC4->DC19,2023-01-01,0,8,0.0,0.0,0.0
DC4,DC20,DC4->DC20,2023-01-01,0,14,0.0,0.0,0.0
DC4,DC21,DC4->DC21,2023-01-01,0,68,0.0,0.0,0.0
DC4,DC22,DC4->DC22,2023-01-01,0,9,0.0,0.0,0.0
DC4,DC23,DC4->DC23,2023-01-01,0,3519,0.0,0.0,0.0
DC4,DC3,DC4->DC3,2023-01-01,0,4087,0.0,0.0,0.0
DC4,DC30,DC4->DC30,2023-01-01,0,174,0.0,0.0,0.0
DC4,DC34,DC4->DC34,2023-01-01,0,4,0.0,0.0,0.0
DC4,DC35,DC4->DC35,2023-01-01,0,90,0.0,0.0,0.0
DC4,DC36,DC4->DC36,2023-01-01,0,12,0.0,0.0,0.0
DC4,DC38,DC4->DC38,2023-01-01,0,14,0.0,0.0,0.0
DC4,DC40,DC4->DC40,2023-01-01,0,2,0.0,0.0,0.0
DC4,DC62,DC4->DC62,2023-01-01,45,7857,0.0,45.0,0.0057273768613974796
DC4,DC64,DC4->DC64,2023-01-01,0,13,0.0,0.0,0.0
DC4,DC65,DC4->DC65,2023-01-01,0,1,0.0,0.0,0.0
DC4,DC70,DC4->DC70,2023-01-01,0,40,0.0,0.0,0.0
DC4,DC8,DC4->DC8,2023-01-01,74,27330,6.0,80.0,0.0029271862422246614
DC4,DC9,DC4->DC9,2023-01-01,0,9,0.0,0.0,0.0
DC40,DC10,DC40->DC10,2023-01-01,5,241,0.0,5.0,0.02074688796680498
DC40,DC12,DC40->DC12,2023-01-01,0,31454,4.0,4.0,0.00012716983531506327
DC40,DC14,DC40->DC14,2023-01-01,3,131,0.0,3.0,0.022900763358778626
DC40,DC21,DC40->DC21,2023-01-01,0,68,0.0,0.0,0.0
DC40,DC22,DC40->DC22,2023-01-01,0,28,0.0,0.0,0.0
DC40,DC3,DC40->DC3,2023-01-01,0,116,0.0,0.0,0.0
DC40,DC30,DC40->DC30,2023-01-01,0,7,0.0,0.0,0.0
DC40,DC32,DC40->DC32,2023-01-01,0,1854,0.0,0.0,0.0
DC40,DC34,DC40->DC34,2023-01-01,0,2,0.0,0.0,0.0
DC40,DC35,DC40->DC35,2023-01-01,2389,12275,0.0,2389.0,0.19462321792260692
DC40,DC4,DC40->DC4,2023-01-01,13,239,0.0,13.0,0.05439330543933055
DC40,DC62,DC40->DC62,2023-01-01,15,238,0.0,15.0,0.06302521008403361
DC40,DC67,DC40->DC67,2023-01-01,0,3,0.0,0.0,0.0
DC40,DC70,DC40->DC70,2023-01-01,3257,16173,0.0,3257.0,0.20138502442342177
DC40,DC8,DC40->DC8,2023-01-01,0,248,0.0,0.0,0.0
DC40,DC9,DC40->DC9,2023-01-01,0,639,0.0,0.0,0.0
DC41,DC10,DC41->DC10,2023-01-01,0,12794,0.0,0.0,0.0
DC41,DC12,DC41->DC12,2023-01-01,0,1936,0.0,0.0,0.0
DC41,DC14,DC41->DC14,2023-01-01,0,4274,0.0,0.0,0.0
DC41,DC29,DC41->DC29,2023-01-01,0,187,0.0,0.0,0.0
DC41,DC3,DC41->DC3,2023-01-01,0,3997,0.0,0.0,0.0
DC41,DC35,DC41->DC35,2023-01-01,0,2033,0.0,0.0,0.0
DC41,DC40,DC41->DC40,2023-01-01,0,264,0.0,0.0,0.0
DC41,DC81,DC41->DC81,2023-01-01,0,50,0.0,0.0,0.0
DC41,DC9,DC41->DC9,2023-01-01,0,29520,0.0,0.0,0.0
DC42,DC10,DC42->DC10,2023-01-01,1135,7970,0.0,1135.0,0.1424090338770389
DC42,DC12,DC42->DC12,2023-01-01,0,3509,0.0,0.0,0.0
DC42,DC14,DC42->DC14,2023-01-01,1283,6875,0.0,1283.0,0.18661818181818182
DC42,DC29,DC42->DC29,2023-01-01,0,6,0.0,0.0,0.0
DC42,DC3,DC42->DC3,2023-01-01,0,2990,435.0,435.0,0.1454849498327759
DC42,DC32,DC42->DC32,2023-01-01,0,120,0.0,0.0,0.0
DC42,DC34,DC42->DC34,2023-01-01,0,12,0.0,0.0,0.0
DC42,DC35,DC42->DC35,2023-01-01,27,1812,0.0,27.0,0.014900662251655629
DC42,DC4,DC42->DC4,2023-01-01,6,3542,0.0,6.0,0.0016939582156973462
DC42,DC40,DC42->DC40,2023-01-01,0,1186,0.0,0.0,0.0
DC42,DC62,DC42->DC62,2023-01-01,1317,6042,0.0,1317.0,0.217974180734856
DC42,DC65,DC42->DC65,2023-01-01,0,232,0.0,0.0,0.0
DC42,DC70,DC42->DC70,2023-01-01,65,3112,0.0,65.0,0.020886889460154243
DC42,DC8,DC42->DC8,2023-01-01,3826,28457,0.0,3826.0,0.13444846610675756
DC42,DC81,DC42->DC81,2023-01-01,0,15,0.0,0.0,0.0
DC42,DC9,DC42->DC9,2023-01-01,0,15464,0.0,0.0,0.0
DC43,DC10,DC43->DC10,2023-01-01,1397,14094,0.0,1397.0,0.09912019298992479
DC43,DC12,DC43->DC12,2023-01-01,0,1601,0.0,0.0,0.0
DC43,DC14,DC43->DC14,2023-01-01,1318,15629,0.0,1318.0,0.08433041141467784
DC43,DC29,DC43->DC29,2023-01-01,0,174,0.0,0.0,0.0
DC43,DC3,DC43->DC3,2023-01-01,0,8061,0.0,0.0,0.0
DC43,DC34,DC43->DC34,2023-01-01,0,2,0.0,0.0,0.0
DC43,DC35,DC43->DC35,2023-01-01,12,5598,0.0,12.0,0.0021436227224008574
DC43,DC4,DC43->DC4,2023-01-01,10,3915,1298.0,1308.0,0.3340996168582375
DC43,DC40,DC43->DC40,2023-01-01,0,195,0.0,0.0,0.0
DC43,DC45,DC43->DC45,2023-01-01,0,4,0.0,0.0,0.0
DC43,DC62,DC43->DC62,2023-01-01,1099,15976,0.0,1099.0,0.06879068602904356
DC43,DC64,DC43->DC64,2023-01-01,0,461,0.0,0.0,0.0
DC43,DC65,DC43->DC65,2023-01-01,0,824,0.0,0.0,0.0
DC43,DC70,DC43->DC70,2023-01-01,1,981,0.0,1.0,0.0010193679918450561
DC43,DC8,DC43->DC8,2023-01-01,3033,44075,0.0,3033.0,0.06881452070334657
DC43,DC9,DC43->DC9,2023-01-01,0,27588,0.0,0.0,0.0
DC44,DC10,DC44->DC10,2023-01-01,4719,30393,2266.0,6985.0,0.22982265653275424
DC44,DC12,DC44->DC12,2023-01-01,0,4076,0.0,0.0,0.0
DC44,DC14,DC44->DC14,2023-01-01,3887,31896,0.0,3887.0,0.12186481063456232
DC44,DC29,DC44->DC29,2023-01-01,0,42,0.0,0.0,0.0
DC44,DC3,DC44->DC3,2023-01-01,0,31563,0.0,0.0,0.0
DC44,DC32,DC44->DC32,2023-01-01,0,42,0.0,0.0,0.0
DC44,DC34,DC44->DC34,2023-01-01,0,13,0.0,0.0,0.0
DC44,DC35,DC44->DC35,2023-01-01,139,10252,0.0,139.0,0.013558330081935232
DC44,DC4,DC44->DC4,2023-01-01,23,15640,0.0,23.0,0.0014705882352941176
DC44,DC40,DC44->DC40,2023-01-01,0,3999,0.0,0.0,0.0
DC44,DC62,DC44->DC62,2023-01-01,5349,28498,0.0,5349.0,0.18769738227244018
DC44,DC64,DC44->DC64,2023-01-01,0,37,0.0,0.0,0.0
DC44,DC65,DC44->DC65,2023-01-01,0,792,0.0,0.0,0.0
DC44,DC70,DC44->DC70,2023-01-01,555,7843,0.0,555.0,0.0707637383654214
DC44,DC8,DC44->DC8,2023-01-01,17534,192275,0.0,17534.0,0.09119230269145755
DC44,DC81,DC44->DC81,2023-01-01,0,401,0.0,0.0,0.0
DC44,DC9,DC44->DC9,2023-01-01,0,124459,0.0,0.0,0.0
DC45,DC10,DC45->DC10,2023-01-01,0,106,0.0,0.0,0.0
DC45,DC12,DC45->DC12,2023-01-01,0,1568,0.0,0.0,0.0
DC45,DC14,DC45->DC14,2023-01-01,0,5569,0.0,0.0,0.0
DC45,DC29,DC45->DC29,2023-01-01,0,15,0.0,0.0,0.0
DC45,DC3,DC45->DC3,2023-01-01,0,5242,0.0,0.0,0.0
DC45,DC35,DC45->DC35,2023-01-01,0,11042,0.0,0.0,0.0
DC45,DC4,DC45->DC4,2023-01-01,0,3684,0.0,0.0,0.0
DC45,DC8,DC45->DC8,2023-01-01,0,4054,0.0,0.0,0.0
DC45,DC81,DC45->DC81,2023-01-01,0,447,0.0,0.0,0.0
DC45,DC9,DC45->DC9,2023-01-01,0,20473,0.0,0.0,0.0
DC46,DC10,DC46->DC10,2023-01-01,1734,20616,0.0,1734.0,0.08410942956926659
DC46,DC12,DC46->DC12,2023-01-01,0,8128,0.0,0.0,0.0
DC46,DC13,DC46->DC13,2023-01-01,0,3,0.0,0.0,0.0
DC46,DC14,DC46->DC14,2023-01-01,1495,7004,1018.0,2513.0,0.35879497430039975
DC46,DC29,DC46->DC29,2023-01-01,0,60,0.0,0.0,0.0
DC46,DC3,DC46->DC3,2023-01-01,0,13926,0.0,0.0,0.0
DC46,DC32,DC46->DC32,2023-01-01,0,504,0.0,0.0,0.0
DC46,DC34,DC46->DC34,2023-01-01,0,6,0.0,0.0,0.0
DC46,DC35,DC46->DC35,2023-01-01,621,11814,0.0,621.0,0.05256475368207212
DC46,DC4,DC46->DC4,2023-01-01,4,12927,0.0,4.0,0.00030942987545447514
DC46,DC40,DC46->DC40,2023-01-01,0,2387,0.0,0.0,0.0
DC46,DC52,DC46->DC52,2023-01-01,0,49,0.0,0.0,0.0
DC46,DC62,DC46->DC62,2023-01-01,2013,15091,0.0,2013.0,0.13339076270624875
DC46,DC64,DC46->DC64,2023-01-01,0,8,0.0,0.0,0.0
DC46,DC65,DC46->DC65,2023-01-01,0,796,0.0,0.0,0.0
DC46,DC70,DC46->DC70,2023-01-01,1209,12023,0.0,1209.0,0.10055726524162023
DC46,DC8,DC46->DC8,2023-01-01,6292,60686,0.0,6292.0,0.10368124443858551
DC46,DC81,DC46->DC81,2023-01-01,0,1751,0.0,0.0,0.0
DC46,DC9,DC46->DC9,2023-01-01,0,37361,0.0,0.0,0.0
DC47,DC10,DC47->DC10,2023-01-01,2377,20874,1428.0,3805.0,0.18228418127814505
DC47,DC12,DC47->DC12,2023-01-01,0,71112,0.0,0.0,0.0
DC47,DC14,DC47->DC14,2023-01-01,2395,64007,0.0,2395.0,0.03741778243004671
DC47,DC29,DC47->DC29,2023-01-01,0,628,0.0,0.0,0.0
DC47,DC3,DC47->DC3,2023-01-01,0,14104,0.0,0.0,0.0
DC47,DC34,DC47->DC34,2023-01-01,0,2,0.0,0.0,0.0
DC47,DC35,DC47->DC35,2023-01-01,30,130449,0.0,30.0,0.00022997493273233218
DC47,DC4,DC47->DC4,2023-01-01,6,9400,0.0,6.0,0.0006382978723404255
DC47,DC40,DC47->DC40,2023-01-01,0,28631,0.0,0.0,0.0
DC47,DC62,DC47->DC62,2023-01-01,2906,32160,0.0,2906.0,0.09036069651741294
DC47,DC64,DC47->DC64,2023-01-01,0,231,0.0,0.0,0.0
DC47,DC65,DC47->DC65,2023-01-01,0,1648,0.0,0.0,0.0
DC47,DC70,DC47->DC70,2023-01-01,33,51136,0.0,33.0,0.0006453379224030038
DC47,DC8,DC47->DC8,2023-01-01,6606,59443,0.0,6606.0,0.11113167235839376
DC47,DC81,DC47->DC81,2023-01-01,0,4412,0.0,0.0,0.0
DC47,DC9,DC47->DC9,2023-01-01,0,65326,0.0,0.0,0.0
DC48,DC10,DC48->DC10,2023-01-01,3017,16358,0.0,3017.0,0.18443575009169824
DC48,DC12,DC48->DC12,2023-01-01,0,1330,0.0,0.0,0.0
DC48,DC14,DC48->DC14,2023-01-01,2562,12446,0.0,2562.0,0.20584926884139482
DC48,DC29,DC48->DC29,2023-01-01,0,66,0.0,0.0,0.0
DC48,DC3,DC48->DC3,2023-01-01,0,7132,0.0,0.0,0.0
DC48,DC32,DC48->DC32,2023-01-01,0,44,0.0,0.0,0.0
DC48,DC34,DC48->DC34,2023-01-01,0,3,0.0,0.0,0.0
DC48,DC35,DC48->DC35,2023-01-01,41,4003,0.0,41.0,0.010242318261304022
DC48,DC4,DC48->DC4,2023-01-01,8,6753,0.0,8.0,0.0011846586702206428
DC48,DC40,DC48->DC40,2023-01-01,0,666,0.0,0.0,0.0
DC48,DC50,DC48->DC50,2023-01-01,0,77,0.0,0.0,0.0
DC48,DC62,DC48->DC62,2023-01-01,2647,13834,0.0,2647.0,0.19134017637704206
DC48,DC64,DC48->DC64,2023-01-01,0,42,0.0,0.0,0.0
DC48,DC65,DC48->DC65,2023-01-01,0,249,0.0,0.0,0.0
DC48,DC70,DC48->DC70,2023-01-01,60,2901,0.0,60.0,0.020682523267838676
DC48,DC8,DC48->DC8,2023-01-01,7259,64292,1376.0,8635.0,0.13430908977788839
DC48,DC9,DC48->DC9,2023-01-01,0,62978,0.0,0.0,0.0
DC49,DC10,DC49->DC10,2023-01-01,0,4070,0.0,0.0,0.0
DC49,DC12,DC49->DC12,2023-01-01,0,2142,0.0,0.0,0.0
DC49,DC14,DC49->DC14,2023-01-01,0,6173,0.0,0.0,0.0
DC49,DC3,DC49->DC3,2023-01-01,0,3615,0.0,0.0,0.0
DC49,DC35,DC49->DC35,2023-01-01,0,822,0.0,0.0,0.0
DC49,DC9,DC49->DC9,2023-01-01,0,27048,0.0,0.0,0.0
DC50,DC10,DC50->DC10,2023-01-01,1116,15886,866.0,1982.0,0.12476394309454866
DC50,DC12,DC50->DC12,2023-01-01,0,2750,0.0,0.0,0.0
DC50,DC14,DC50->DC14,2023-01-01,1132,12477,0.0,1132.0,0.09072693756511982
DC50,DC29,DC50->DC29,2023-01-01,0,65,0.0,0.0,0.0
DC50,DC3,DC50->DC3,2023-01-01,0,6919,0.0,0.0,0.0
DC50,DC32,DC50->DC32,2023-01-01,0,22,0.0,0.0,0.0
DC50,DC34,DC50->DC34,2023-01-01,0,3,0.0,0.0,0.0
DC50,DC35,DC50->DC35,2023-01-01,4,20381,0.0,4.0,0.00019626122368872969
DC50,DC4,DC50->DC4,2023-01-01,4,4093,0.0,4.0,0.0009772782799902272
DC50,DC40,DC50->DC40,2023-01-01,0,322,0.0,0.0,0.0
DC50,DC48,DC50->DC48,2023-01-01,0,60,0.0,0.0,0.0
DC50,DC62,DC50->DC62,2023-01-01,1442,14039,0.0,1442.0,0.10271386850915307
DC50,DC64,DC50->DC64,2023-01-01,0,9,0.0,0.0,0.0
DC50,DC65,DC50->DC65,2023-01-01,0,135,0.0,0.0,0.0
DC50,DC70,DC50->DC70,2023-01-01,2,2353,0.0,2.0,0.0008499787505312367
DC50,DC8,DC50->DC8,2023-01-01,3688,33218,0.0,3688.0,0.11102414353663677
DC50,DC9,DC50->DC9,2023-01-01,0,21217,0.0,0.0,0.0
DC51,DC10,DC51->DC10,2023-01-01,5524,73471,3070.0,8594.0,0.11697132201821127
DC51,DC12,DC51->DC12,2023-01-01,0,15074,0.0,0.0,0.0
DC51,DC14,DC51->DC14,2023-01-01,5442,25068,0.0,5442.0,0.217089516515079
DC51,DC29,DC51->DC29,2023-01-01,0,250,0.0,0.0,0.0
DC51,DC3,DC51->DC3,2023-01-01,0,49638,0.0,0.0,0.0
DC51,DC32,DC51->DC32,2023-01-01,0,344,0.0,0.0,0.0
DC51,DC34,DC51->DC34,2023-01-01,0,14,0.0,0.0,0.0
DC51,DC35,DC51->DC35,2023-01-01,232,22655,0.0,232.0,0.010240564996689473
DC51,DC4,DC51->DC4,2023-01-01,17,26361,0.0,17.0,0.000644892075414438
DC51,DC40,DC51->DC40,2023-01-01,0,1519,0.0,0.0,0.0
DC51,DC62,DC51->DC62,2023-01-01,4919,27765,0.0,4919.0,0.17716549612821897
DC51,DC64,DC51->DC64,2023-01-01,0,485,0.0,0.0,0.0
DC51,DC65,DC51->DC65,2023-01-01,0,6931,0.0,0.0,0.0
DC51,DC70,DC51->DC70,2023-01-01,283,5702,0.0,283.0,0.04963170817257103
DC51,DC8,DC51->DC8,2023-01-01,17528,118955,0.0,17528.0,0.14734983817409944
DC51,DC81,DC51->DC81,2023-01-01,0,16240,0.0,0.0,0.0
DC51,DC9,DC51->DC9,2023-01-01,0,261337,0.0,0.0,0.0
DC52,DC10,DC52->DC10,2023-01-01,56,498,46.0,102.0,0.20481927710843373
DC52,DC14,DC52->DC14,2023-01-01,40,438,0.0,40.0,0.091324200913242
DC52,DC3,DC52->DC3,2023-01-01,0,216,0.0,0.0,0.0
DC52,DC35,DC52->DC35,2023-01-01,0,955,0.0,0.0,0.0
DC52,DC4,DC52->DC4,2023-01-01,0,219,0.0,0.0,0.0
DC52,DC40,DC52->DC40,2023-01-01,0,79,0.0,0.0,0.0
DC52,DC46,DC52->DC46,2023-01-01,0,10,0.0,0.0,0.0
