方案,日期,原线路,需求类型,替代场地1,替代场地2,替代线路,分流货量
min_changed_plus_0,2023-01-03,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5075
min_changed_plus_0,2023-01-03,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1390
min_changed_plus_0,2023-01-03,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2429
min_changed_plus_0,2023-01-03,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2510
min_changed_plus_0,2023-01-03,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1719
min_changed_plus_0,2023-01-03,DC31->DC5,入DC5,DC31,DC62,DC31->DC62,226
min_changed_plus_0,2023-01-03,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,26
min_changed_plus_0,2023-01-03,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7703
min_changed_plus_0,2023-01-03,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2910
min_changed_plus_0,2023-01-03,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,8
min_changed_plus_0,2023-01-03,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,5
min_changed_plus_0,2023-01-03,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,435
min_changed_plus_0,2023-01-03,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,805
min_changed_plus_0,2023-01-03,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3035
min_changed_plus_0,2023-01-03,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,997
min_changed_plus_0,2023-01-03,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1822
min_changed_plus_0,2023-01-03,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1323
min_changed_plus_0,2023-01-03,DC5->DC10,出DC5,DC8,DC10,DC8->DC10,181
min_changed_plus_0,2023-01-03,DC5->DC14,出DC5,DC36,DC14,DC36->DC14,110
min_changed_plus_0,2023-01-03,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1208
min_changed_plus_0,2023-01-03,DC5->DC62,出DC5,DC31,DC62,DC31->DC62,169
min_changed_plus_0,2023-01-03,DC5->DC70,出DC5,DC19,DC70,DC19->DC70,9
min_changed_plus_0,2023-01-03,DC5->DC8,出DC5,DC62,DC8,DC62->DC8,8
min_changed_plus_0,2023-01-03,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,884
min_changed_plus_0,2023-01-03,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3296
min_changed_plus_0,2023-01-03,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,55
min_changed_plus_0,2023-01-03,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,705
min_changed_plus_0,2023-01-03,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,46
min_changed_plus_0,2023-01-03,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,401
min_changed_plus_0,2023-01-03,DC60->DC5,入DC5,DC60,DC62,DC60->DC62,1448
min_changed_plus_0,2023-01-03,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6399
min_changed_plus_0,2023-01-03,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,122
min_changed_plus_0,2023-01-03,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,19
min_changed_plus_0,2023-01-03,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,91
min_changed_plus_0,2023-01-03,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,42
min_changed_plus_0,2023-01-03,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3853
min_changed_plus_0,2023-01-03,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8313
min_changed_plus_2,2023-01-03,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7823
min_changed_plus_2,2023-01-03,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15284
min_changed_plus_2,2023-01-03,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3204
min_changed_plus_2,2023-01-03,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8798
min_changed_plus_2,2023-01-03,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5901
min_changed_plus_2,2023-01-03,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5260
min_changed_plus_2,2023-01-03,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5613
min_changed_plus_2,2023-01-03,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7851
min_changed_plus_2,2023-01-03,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5075
min_changed_plus_2,2023-01-03,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1390
min_changed_plus_2,2023-01-03,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2429
min_changed_plus_2,2023-01-03,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2510
min_changed_plus_2,2023-01-03,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1719
min_changed_plus_2,2023-01-03,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,226
min_changed_plus_2,2023-01-03,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,26
min_changed_plus_2,2023-01-03,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7703
min_changed_plus_2,2023-01-03,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2910
min_changed_plus_2,2023-01-03,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,8
min_changed_plus_2,2023-01-03,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,5
min_changed_plus_2,2023-01-03,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,435
min_changed_plus_2,2023-01-03,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,805
min_changed_plus_2,2023-01-03,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3035
min_changed_plus_2,2023-01-03,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,997
min_changed_plus_2,2023-01-03,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1822
min_changed_plus_2,2023-01-03,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1323
min_changed_plus_2,2023-01-03,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,181
min_changed_plus_2,2023-01-03,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,110
min_changed_plus_2,2023-01-03,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1208
min_changed_plus_2,2023-01-03,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,169
min_changed_plus_2,2023-01-03,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,9
min_changed_plus_2,2023-01-03,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_2,2023-01-03,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,884
min_changed_plus_2,2023-01-03,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3296
min_changed_plus_2,2023-01-03,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,55
min_changed_plus_2,2023-01-03,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,705
min_changed_plus_2,2023-01-03,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,46
min_changed_plus_2,2023-01-03,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,401
min_changed_plus_2,2023-01-03,DC60->DC5,入DC5,DC60,DC62,DC60->DC62,1448
min_changed_plus_2,2023-01-03,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6399
min_changed_plus_2,2023-01-03,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,122
min_changed_plus_2,2023-01-03,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,19
min_changed_plus_2,2023-01-03,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,91
min_changed_plus_2,2023-01-03,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,42
min_changed_plus_2,2023-01-03,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3853
min_changed_plus_2,2023-01-03,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8313
min_changed_plus_5,2023-01-03,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7823
min_changed_plus_5,2023-01-03,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15284
min_changed_plus_5,2023-01-03,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3204
min_changed_plus_5,2023-01-03,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8798
min_changed_plus_5,2023-01-03,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5901
min_changed_plus_5,2023-01-03,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5260
min_changed_plus_5,2023-01-03,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5613
min_changed_plus_5,2023-01-03,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7851
min_changed_plus_5,2023-01-03,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5075
min_changed_plus_5,2023-01-03,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1390
min_changed_plus_5,2023-01-03,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2429
min_changed_plus_5,2023-01-03,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2510
min_changed_plus_5,2023-01-03,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1719
min_changed_plus_5,2023-01-03,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,226
min_changed_plus_5,2023-01-03,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,26
min_changed_plus_5,2023-01-03,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7703
min_changed_plus_5,2023-01-03,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2910
min_changed_plus_5,2023-01-03,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,8
min_changed_plus_5,2023-01-03,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,5
min_changed_plus_5,2023-01-03,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,435
min_changed_plus_5,2023-01-03,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,805
min_changed_plus_5,2023-01-03,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3035
min_changed_plus_5,2023-01-03,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,997
min_changed_plus_5,2023-01-03,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1822
min_changed_plus_5,2023-01-03,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1323
min_changed_plus_5,2023-01-03,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,181
min_changed_plus_5,2023-01-03,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,110
min_changed_plus_5,2023-01-03,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1208
min_changed_plus_5,2023-01-03,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,169
min_changed_plus_5,2023-01-03,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,9
min_changed_plus_5,2023-01-03,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_5,2023-01-03,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,884
min_changed_plus_5,2023-01-03,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3296
min_changed_plus_5,2023-01-03,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,55
min_changed_plus_5,2023-01-03,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,705
min_changed_plus_5,2023-01-03,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,46
min_changed_plus_5,2023-01-03,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,401
min_changed_plus_5,2023-01-03,DC60->DC5,入DC5,DC60,DC62,DC60->DC62,1448
min_changed_plus_5,2023-01-03,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6399
min_changed_plus_5,2023-01-03,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,122
min_changed_plus_5,2023-01-03,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,19
min_changed_plus_5,2023-01-03,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,91
min_changed_plus_5,2023-01-03,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,42
min_changed_plus_5,2023-01-03,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3853
min_changed_plus_5,2023-01-03,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8313
min_changed_plus_0,2023-01-05,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7560
min_changed_plus_0,2023-01-05,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15194
min_changed_plus_0,2023-01-05,DC15->DC5,入DC5,DC15,DC62,DC15->DC62,3184
min_changed_plus_0,2023-01-05,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8377
min_changed_plus_0,2023-01-05,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,6029
min_changed_plus_0,2023-01-05,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5514
min_changed_plus_0,2023-01-05,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5678
min_changed_plus_0,2023-01-05,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7462
min_changed_plus_0,2023-01-05,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4752
min_changed_plus_0,2023-01-05,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1510
min_changed_plus_0,2023-01-05,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2376
min_changed_plus_0,2023-01-05,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2505
min_changed_plus_0,2023-01-05,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1723
min_changed_plus_0,2023-01-05,DC31->DC5,入DC5,DC31,DC70,DC31->DC70,209
min_changed_plus_0,2023-01-05,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,25
min_changed_plus_0,2023-01-05,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7830
min_changed_plus_0,2023-01-05,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2599
min_changed_plus_0,2023-01-05,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,10
min_changed_plus_0,2023-01-05,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,6
min_changed_plus_0,2023-01-05,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,389
min_changed_plus_0,2023-01-05,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,851
min_changed_plus_0,2023-01-05,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2444
min_changed_plus_0,2023-01-05,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,928
min_changed_plus_0,2023-01-05,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1765
min_changed_plus_0,2023-01-05,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1328
min_changed_plus_0,2023-01-05,DC5->DC10,出DC5,DC8,DC10,DC8->DC10,165
min_changed_plus_0,2023-01-05,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,98
min_changed_plus_0,2023-01-05,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1597
min_changed_plus_0,2023-01-05,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,165
min_changed_plus_0,2023-01-05,DC5->DC70,出DC5,DC31,DC70,DC31->DC70,6
min_changed_plus_0,2023-01-05,DC5->DC8,出DC5,DC62,DC8,DC62->DC8,8
min_changed_plus_0,2023-01-05,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,778
min_changed_plus_0,2023-01-05,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3173
min_changed_plus_0,2023-01-05,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,46
min_changed_plus_0,2023-01-05,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,406
min_changed_plus_0,2023-01-05,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,45
min_changed_plus_0,2023-01-05,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,402
min_changed_plus_0,2023-01-05,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1330
min_changed_plus_0,2023-01-05,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6346
min_changed_plus_0,2023-01-05,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,114
min_changed_plus_0,2023-01-05,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,33
min_changed_plus_0,2023-01-05,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,108
min_changed_plus_0,2023-01-05,DC71->DC5,入DC5,DC71,DC8,DC71->DC8,49
min_changed_plus_0,2023-01-05,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3657
min_changed_plus_0,2023-01-05,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8020
min_changed_plus_2,2023-01-05,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7560
min_changed_plus_2,2023-01-05,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15194
min_changed_plus_2,2023-01-05,DC15->DC5,入DC5,DC15,DC62,DC15->DC62,3184
min_changed_plus_2,2023-01-05,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8377
min_changed_plus_2,2023-01-05,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,6029
min_changed_plus_2,2023-01-05,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5514
min_changed_plus_2,2023-01-05,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5678
min_changed_plus_2,2023-01-05,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7462
min_changed_plus_2,2023-01-05,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4752
min_changed_plus_2,2023-01-05,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1510
min_changed_plus_2,2023-01-05,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2376
min_changed_plus_2,2023-01-05,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2505
min_changed_plus_2,2023-01-05,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1723
min_changed_plus_2,2023-01-05,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,209
min_changed_plus_2,2023-01-05,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,25
min_changed_plus_2,2023-01-05,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7830
min_changed_plus_2,2023-01-05,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2599
min_changed_plus_2,2023-01-05,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,10
min_changed_plus_2,2023-01-05,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,6
min_changed_plus_2,2023-01-05,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,389
min_changed_plus_2,2023-01-05,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,851
min_changed_plus_2,2023-01-05,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2444
min_changed_plus_2,2023-01-05,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,928
min_changed_plus_2,2023-01-05,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1765
min_changed_plus_2,2023-01-05,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1328
min_changed_plus_2,2023-01-05,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,165
min_changed_plus_2,2023-01-05,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,98
min_changed_plus_2,2023-01-05,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1597
min_changed_plus_2,2023-01-05,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,165
min_changed_plus_2,2023-01-05,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_2,2023-01-05,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_2,2023-01-05,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,778
min_changed_plus_2,2023-01-05,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3173
min_changed_plus_2,2023-01-05,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,46
min_changed_plus_2,2023-01-05,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,406
min_changed_plus_2,2023-01-05,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,45
min_changed_plus_2,2023-01-05,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,402
min_changed_plus_2,2023-01-05,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1330
min_changed_plus_2,2023-01-05,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6346
min_changed_plus_2,2023-01-05,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,114
min_changed_plus_2,2023-01-05,DC69->DC5,入DC5,DC69,DC62,DC69->DC62,33
min_changed_plus_2,2023-01-05,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,108
min_changed_plus_2,2023-01-05,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,49
min_changed_plus_2,2023-01-05,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3657
min_changed_plus_2,2023-01-05,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8020
min_changed_plus_5,2023-01-05,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7560
min_changed_plus_5,2023-01-05,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15194
min_changed_plus_5,2023-01-05,DC15->DC5,入DC5,DC15,DC62,DC15->DC62,3184
min_changed_plus_5,2023-01-05,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8377
min_changed_plus_5,2023-01-05,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,6029
min_changed_plus_5,2023-01-05,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5514
min_changed_plus_5,2023-01-05,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5678
min_changed_plus_5,2023-01-05,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7462
min_changed_plus_5,2023-01-05,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4752
min_changed_plus_5,2023-01-05,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1510
min_changed_plus_5,2023-01-05,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2376
min_changed_plus_5,2023-01-05,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2505
min_changed_plus_5,2023-01-05,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1723
min_changed_plus_5,2023-01-05,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,209
min_changed_plus_5,2023-01-05,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,25
min_changed_plus_5,2023-01-05,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7830
min_changed_plus_5,2023-01-05,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2599
min_changed_plus_5,2023-01-05,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,10
min_changed_plus_5,2023-01-05,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,6
min_changed_plus_5,2023-01-05,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,389
min_changed_plus_5,2023-01-05,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,851
min_changed_plus_5,2023-01-05,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2444
min_changed_plus_5,2023-01-05,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,928
min_changed_plus_5,2023-01-05,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1765
min_changed_plus_5,2023-01-05,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1328
min_changed_plus_5,2023-01-05,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,165
min_changed_plus_5,2023-01-05,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,98
min_changed_plus_5,2023-01-05,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1597
min_changed_plus_5,2023-01-05,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,165
min_changed_plus_5,2023-01-05,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_5,2023-01-05,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_5,2023-01-05,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,778
min_changed_plus_5,2023-01-05,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3173
min_changed_plus_5,2023-01-05,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,46
min_changed_plus_5,2023-01-05,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,406
min_changed_plus_5,2023-01-05,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,45
min_changed_plus_5,2023-01-05,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,402
min_changed_plus_5,2023-01-05,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1330
min_changed_plus_5,2023-01-05,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6346
min_changed_plus_5,2023-01-05,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,114
min_changed_plus_5,2023-01-05,DC69->DC5,入DC5,DC69,DC62,DC69->DC62,33
min_changed_plus_5,2023-01-05,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,108
min_changed_plus_5,2023-01-05,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,49
min_changed_plus_5,2023-01-05,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3657
min_changed_plus_5,2023-01-05,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8020
min_changed_plus_0,2023-01-06,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7599
min_changed_plus_0,2023-01-06,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15449
min_changed_plus_0,2023-01-06,DC15->DC5,入DC5,DC15,DC62,DC15->DC62,3231
min_changed_plus_0,2023-01-06,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8522
min_changed_plus_0,2023-01-06,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,6001
min_changed_plus_0,2023-01-06,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5555
min_changed_plus_0,2023-01-06,DC22->DC5,入DC5,DC22,DC4,DC22->DC4,5728
min_changed_plus_0,2023-01-06,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7870
min_changed_plus_0,2023-01-06,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5073
min_changed_plus_0,2023-01-06,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1556
min_changed_plus_0,2023-01-06,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2222
min_changed_plus_0,2023-01-06,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2521
min_changed_plus_0,2023-01-06,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1743
min_changed_plus_0,2023-01-06,DC31->DC5,入DC5,DC31,DC70,DC31->DC70,194
min_changed_plus_0,2023-01-06,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,21
min_changed_plus_0,2023-01-06,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7614
min_changed_plus_0,2023-01-06,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2838
min_changed_plus_0,2023-01-06,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,14
min_changed_plus_0,2023-01-06,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,6
min_changed_plus_0,2023-01-06,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,401
min_changed_plus_0,2023-01-06,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,867
min_changed_plus_0,2023-01-06,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2873
min_changed_plus_0,2023-01-06,DC46->DC5,入DC5,DC46,DC62,DC46->DC62,994
min_changed_plus_0,2023-01-06,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1709
min_changed_plus_0,2023-01-06,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1472
